# Cross-dataset type aliases for MaleCNS v1.0 type names. Built by scripts/build_type_map_nern2025.py.
# system flywire_matsliah2024 / flywire_schlegel2024 / hemibrain: Sup_Table_7 of Nern A, Loesche F, Takemura S-y, et al. (2025) Connectome-driven neural inventory of a complete visual system. Nature 641, 1225-1237. doi:10.1038/s41586-025-08746-0 (CC BY 4.0) (preliminary male optic lobe -> female FlyWire matches;
#       Matsliah = FlyWire optic-lobe names (Matsliah et al. 2024), Schlegel = FlyWire whole-brain names (Schlegel et al. 2024), hemibrain = Scheffer et al. 2020 names).
# system malecns_flywireType / malecns_hemibrainType: the MaleCNS v1.0 per-cell annotation columns (CC BY, male-cns.janelia.org), majority value per type.
# tier: exact = alias identical to the MaleCNS name (1-to-1 / >=90% of annotated cells); alias = different name, 1-to-1 or >=90% of annotated cells;
#       fuzzy = n-to-1 / 1-to-n match, composite alias string, or majority < 90% (evidence gives the cardinality or the shares).
malecns_type,alias,system,tier,evidence
Dm18,Dm18,flywire_schlegel2024,exact,Sup_Table_7 row 149: matched as 1-to-1
Dm19,Dm19,flywire_matsliah2024,exact,Sup_Table_7 row 150: matched as 1-to-1
Dm19,Dm19,flywire_schlegel2024,exact,Sup_Table_7 row 150: matched as 1-to-1
Dm2,Dm2,flywire_matsliah2024,exact,Sup_Table_7 row 151: matched as 1-to-1
Dm2,Dm2,flywire_schlegel2024,exact,Sup_Table_7 row 151: matched as 1-to-1
Dm20,Dm20,flywire_matsliah2024,exact,Sup_Table_7 row 152: matched as 1-to-1
Dm20,Dm20,flywire_schlegel2024,exact,Sup_Table_7 row 152: matched as 1-to-1
Dm3a,Dm3p,flywire_matsliah2024,alias,Sup_Table_7 row 153: matched as 1-to-1
Dm3a,Dm3,flywire_schlegel2024,alias,Sup_Table_7 row 153: matched as 1-to-1
Dm3b,Dm3q,flywire_matsliah2024,alias,Sup_Table_7 row 154: matched as 1-to-1
Dm3b,Dm3,flywire_schlegel2024,alias,Sup_Table_7 row 154: matched as 1-to-1
Dm3c,Dm3v,flywire_matsliah2024,alias,Sup_Table_7 row 155: matched as 1-to-1
Dm3c,Dm3,flywire_schlegel2024,alias,Sup_Table_7 row 155: matched as 1-to-1
Dm4,Dm4,flywire_matsliah2024,exact,Sup_Table_7 row 156: matched as 1-to-1
Dm4,Dm4,flywire_schlegel2024,exact,Sup_Table_7 row 156: matched as 1-to-1
Dm6,Dm6,flywire_matsliah2024,exact,Sup_Table_7 row 157: matched as 1-to-1
Dm6,Dm6,flywire_schlegel2024,exact,Sup_Table_7 row 157: matched as 1-to-1
Dm8a,yDm8,flywire_matsliah2024,alias,Sup_Table_7 row 158: matched as 1-to-1
Dm8a,Dm8,flywire_schlegel2024,alias,Sup_Table_7 row 158: matched as 1-to-1
Dm8b,pDm8,flywire_matsliah2024,alias,Sup_Table_7 row 159: matched as 1-to-1
Dm8b,Dm8,flywire_schlegel2024,alias,Sup_Table_7 row 159: matched as 1-to-1
Dm9,Dm9,flywire_matsliah2024,exact,Sup_Table_7 row 160: matched as 1-to-1
Dm9,Dm9,flywire_schlegel2024,exact,Sup_Table_7 row 160: matched as 1-to-1
HBeyelet,HBeyelet,flywire_schlegel2024,exact,Sup_Table_7 row 161: matched as 1-to-1
HBeyelet,HBeyelet,hemibrain,exact,Sup_Table_7 row 161: matched as 1-to-1
Lai,Lai,flywire_matsliah2024,exact,Sup_Table_7 row 162: matched as 1-to-1; note: many OL Lai are fragmented due to incomplete lamina reconstruction and not included in the count
Lai,Am,flywire_schlegel2024,alias,Sup_Table_7 row 162: matched as 1-to-1; note: many OL Lai are fragmented due to incomplete lamina reconstruction and not included in the count
Li11a,Li25,flywire_matsliah2024,alias,Sup_Table_7 row 163: matched as 1-to-1
Li11a,Li11,flywire_schlegel2024,alias,Sup_Table_7 row 163: matched as 1-to-1
Li11a,Li11,hemibrain,alias,Sup_Table_7 row 163: matched as 1-to-1
Li11b,Li19,flywire_matsliah2024,alias,Sup_Table_7 row 164: matched as 1-to-1
Li11b,Li11,flywire_schlegel2024,alias,Sup_Table_7 row 164: matched as 1-to-1
Li11b,Li11,hemibrain,alias,Sup_Table_7 row 164: matched as 1-to-1
Li12,Li27,flywire_matsliah2024,alias,Sup_Table_7 row 165: matched as 1-to-1
Li12,Li12,flywire_schlegel2024,exact,Sup_Table_7 row 165: matched as 1-to-1
Li12,Li12,hemibrain,exact,Sup_Table_7 row 165: matched as 1-to-1
Li13,Li13,flywire_matsliah2024,exact,Sup_Table_7 row 166: matched as 1-to-1
Li13,Li13,flywire_schlegel2024,exact,Sup_Table_7 row 166: matched as 1-to-1
Li13,Li13,hemibrain,exact,Sup_Table_7 row 166: matched as 1-to-1
Li14,Li10,flywire_matsliah2024,alias,Sup_Table_7 row 167: matched as 1-to-1
Li14,CB3819,flywire_schlegel2024,alias,Sup_Table_7 row 167: matched as 1-to-1
Li15,Li15,flywire_matsliah2024,exact,Sup_Table_7 row 168: matched as 1-to-1
Li15,CB3829,flywire_schlegel2024,alias,Sup_Table_7 row 168: matched as 1-to-1
Li16,Li28,flywire_matsliah2024,alias,Sup_Table_7 row 169: matched as 1-to-1
Li16,Li16,flywire_schlegel2024,exact,Sup_Table_7 row 169: matched as 1-to-1
Li16,Li16,hemibrain,exact,Sup_Table_7 row 169: matched as 1-to-1
Li17,Li21,flywire_matsliah2024,alias,Sup_Table_7 row 170: matched as 1-to-1
Li17,CB3840,flywire_schlegel2024,alias,Sup_Table_7 row 170: matched as 1-to-1
Li18a,Li08,flywire_matsliah2024,alias,Sup_Table_7 row 171: matched as 1-to-1
Li18a,CB3837,flywire_schlegel2024,alias,Sup_Table_7 row 171: matched as 1-to-1
Li18b,Li04,flywire_matsliah2024,alias,Sup_Table_7 row 172: matched as 1-to-1
Li19,Li18,flywire_matsliah2024,alias,Sup_Table_7 row 173: matched as 1-to-1
Li19,Li19,flywire_schlegel2024,exact,Sup_Table_7 row 173: matched as 1-to-1
Li19,Li19,hemibrain,exact,Sup_Table_7 row 173: matched as 1-to-1
Li20,Li12,flywire_matsliah2024,alias,Sup_Table_7 row 174: matched as 1-to-1
Li20,CB3815,flywire_schlegel2024,alias,Sup_Table_7 row 174: matched as 1-to-1
Li21,Li05,flywire_matsliah2024,alias,Sup_Table_7 row 175: matched as 1-to-1
Li21,CB3848,flywire_schlegel2024,alias,Sup_Table_7 row 175: matched as 1-to-1
Li22,Li01,flywire_matsliah2024,alias,Sup_Table_7 row 176: matched as 1-to-1
Li23,Li02,flywire_matsliah2024,alias,Sup_Table_7 row 177: matched as 1-to-1
Li23,CB3823,flywire_schlegel2024,alias,Sup_Table_7 row 177: matched as 1-to-1
Li25,Li17,flywire_matsliah2024,alias,Sup_Table_7 row 178: matched as 1-to-1
Li25,CB3830,flywire_schlegel2024,alias,Sup_Table_7 row 178: matched as 1-to-1
Li26,Li16,flywire_matsliah2024,alias,Sup_Table_7 row 179: matched as 1-to-1
Li26,CB3831,flywire_schlegel2024,alias,Sup_Table_7 row 179: matched as 1-to-1
Li27,Li03,flywire_matsliah2024,alias,Sup_Table_7 row 180: matched as 1-to-1
Li28,Li22,flywire_matsliah2024,alias,Sup_Table_7 row 181: matched as 1-to-1
Li28,Li2,flywire_schlegel2024,alias,Sup_Table_7 row 181: matched as 1-to-1
Li29,Li26,flywire_matsliah2024,alias,Sup_Table_7 row 182: matched as 1-to-1
Li29,CB3835,flywire_schlegel2024,alias,Sup_Table_7 row 182: matched as 1-to-1
Li30,Li24,flywire_matsliah2024,alias,Sup_Table_7 row 183: matched as 1-to-1
Li31,LLpt101_L56-Lp2,flywire_matsliah2024,alias,Sup_Table_7 row 184: matched as 1-to-1
Li32,Li31,flywire_matsliah2024,alias,Sup_Table_7 row 185: matched as 1-to-1
Li33,Li29,flywire_matsliah2024,alias,Sup_Table_7 row 186: matched as 1-to-1
Li33,1343403608,flywire_schlegel2024,alias,Sup_Table_7 row 186: matched as 1-to-1
Li34a,Li11,flywire_matsliah2024,alias,Sup_Table_7 row 187: matched as 1-to-1
Li34a,CB3828,flywire_schlegel2024,alias,Sup_Table_7 row 187: matched as 1-to-1
Li34b,Li09,flywire_matsliah2024,alias,Sup_Table_7 row 188: matched as 1-to-1
Li34b,CB3828,flywire_schlegel2024,alias,Sup_Table_7 row 188: matched as 1-to-1
Li35,Li07,flywire_matsliah2024,alias,Sup_Table_7 row 189: matched as 1-to-1
Li36,Li23,flywire_matsliah2024,alias,Sup_Table_7 row 190: matched as 1-to-1
Li38,Li30,flywire_matsliah2024,alias,Sup_Table_7 row 192: matched as 1-to-1
Li38,mALC1,flywire_schlegel2024,alias,Sup_Table_7 row 192: matched as 1-to-1
Li38,mALC1,hemibrain,alias,Sup_Table_7 row 192: matched as 1-to-1
Li39,Li32,flywire_matsliah2024,alias,Sup_Table_7 row 193: matched as 1-to-1
Li39,mALC2,flywire_schlegel2024,alias,Sup_Table_7 row 193: matched as 1-to-1
Li39,mALC2,hemibrain,alias,Sup_Table_7 row 193: matched as 1-to-1
LPi12,LPi14,flywire_matsliah2024,alias,Sup_Table_7 row 194: matched as 1-to-1
LPi12,LPi12,flywire_schlegel2024,exact,Sup_Table_7 row 194: matched as 1-to-1
LPi14,LPi01,flywire_matsliah2024,alias,Sup_Table_7 row 195: matched as 1-to-1
LPi21,LPi15,flywire_matsliah2024,alias,Sup_Table_7 row 196: matched as 1-to-1
LPi21,LPi21,flywire_schlegel2024,exact,Sup_Table_7 row 196: matched as 1-to-1
LPi2b,LPi12,flywire_matsliah2024,alias,Sup_Table_7 row 197: matched as 1-to-1
LPi2c,LPi10,flywire_matsliah2024,alias,Sup_Table_7 row 198: matched as 1-to-1
LPi2d,LPi02,flywire_matsliah2024,alias,Sup_Table_7 row 199: matched as 1-to-1
LPi2e,LPi05,flywire_matsliah2024,alias,Sup_Table_7 row 200: matched as 1-to-1
LPi34,LPi09,flywire_matsliah2024,alias,Sup_Table_7 row 201: matched as 1-to-1
LPi34,CB3857,flywire_schlegel2024,alias,Sup_Table_7 row 201: matched as 1-to-1
LPi3412,LPi07,flywire_matsliah2024,alias,Sup_Table_7 row 202: matched as 1-to-1
LPi3412,CB3845,flywire_schlegel2024,alias,Sup_Table_7 row 202: matched as 1-to-1
LPi3a,LPi04,flywire_matsliah2024,alias,Sup_Table_7 row 203: matched as 1-to-1
LPi3b,LPi08,flywire_matsliah2024,alias,Sup_Table_7 row 204: matched as 1-to-1
LPi3c,LPi03,flywire_matsliah2024,alias,Sup_Table_7 row 205: matched as 1-to-1
LPi43,LPi11,flywire_matsliah2024,alias,Sup_Table_7 row 206: matched as 1-to-1
LPi43,CB3826,flywire_schlegel2024,alias,Sup_Table_7 row 206: matched as 1-to-1
LPi4a,LPi06,flywire_matsliah2024,alias,Sup_Table_7 row 207: matched as 1-to-1
LPi4b,LPi13,flywire_matsliah2024,alias,Sup_Table_7 row 208: matched as 1-to-1
LT33,LT33,flywire_schlegel2024,exact,Sup_Table_7 row 209: matched as 1-to-1
LT33,LT33,hemibrain,exact,Sup_Table_7 row 209: matched as 1-to-1
Mi1,Mi1,flywire_matsliah2024,exact,Sup_Table_7 row 210: matched as 1-to-1
Mi1,Mi1,flywire_schlegel2024,exact,Sup_Table_7 row 210: matched as 1-to-1
Mi10,Mi10,flywire_matsliah2024,exact,Sup_Table_7 row 211: matched as 1-to-1
Mi10,Mi10,flywire_schlegel2024,exact,Sup_Table_7 row 211: matched as 1-to-1
Mi13,Mi13,flywire_matsliah2024,exact,Sup_Table_7 row 212: matched as 1-to-1
Mi13,Mi13,flywire_schlegel2024,exact,Sup_Table_7 row 212: matched as 1-to-1
Mi14,Mi14,flywire_matsliah2024,exact,Sup_Table_7 row 213: matched as 1-to-1
Mi14,Mi14,flywire_schlegel2024,exact,Sup_Table_7 row 213: matched as 1-to-1
Mi15,Mi15,flywire_matsliah2024,exact,Sup_Table_7 row 214: matched as 1-to-1
Mi15,Mi15,flywire_schlegel2024,exact,Sup_Table_7 row 214: matched as 1-to-1
Mi16,Sm05,flywire_matsliah2024,alias,Sup_Table_7 row 215: matched as 1-to-1
Mi17,Sm04,flywire_matsliah2024,alias,Sup_Table_7 row 216: matched as 1-to-1
Mi18,Sm32,flywire_matsliah2024,alias,Sup_Table_7 row 217: matched as 1-to-1
Mi18,CB3854,flywire_schlegel2024,alias,Sup_Table_7 row 217: matched as 1-to-1
Mi19,PDt1,flywire_matsliah2024,alias,Sup_Table_7 row 218: matched as 1-to-1
Mi19,CB3842,flywire_schlegel2024,alias,Sup_Table_7 row 218: matched as 1-to-1
Mi2,Mi2,flywire_matsliah2024,exact,Sup_Table_7 row 219: matched as 1-to-1
Mi2,Mi2,flywire_schlegel2024,exact,Sup_Table_7 row 219: matched as 1-to-1
Mi4,Mi4,flywire_matsliah2024,exact,Sup_Table_7 row 221: matched as 1-to-1
Mi4,Mi4,flywire_schlegel2024,exact,Sup_Table_7 row 221: matched as 1-to-1
Mi9,Mi9,flywire_matsliah2024,exact,Sup_Table_7 row 222: matched as 1-to-1
Mi9,Mi9,flywire_schlegel2024,exact,Sup_Table_7 row 222: matched as 1-to-1
Pm1,Pm01,flywire_matsliah2024,alias,Sup_Table_7 row 223: matched as 1-to-1
Pm1,Pm1,flywire_schlegel2024,exact,Sup_Table_7 row 223: matched as 1-to-1
Pm10,Pm04,flywire_matsliah2024,alias,Sup_Table_7 row 224: matched as 1-to-1
Pm10,CB3847,flywire_schlegel2024,alias,Sup_Table_7 row 224: matched as 1-to-1
Pm11,Pm12,flywire_matsliah2024,alias,Sup_Table_7 row 225: matched as 1-to-1
Pm11,CB3827,flywire_schlegel2024,alias,Sup_Table_7 row 225: matched as 1-to-1
Pm12,Pm14,flywire_matsliah2024,alias,Sup_Table_7 row 226: matched as 1-to-1
Pm13,Pm13,flywire_matsliah2024,exact,Sup_Table_7 row 227: matched as 1-to-1
Pm2a,Pm03,flywire_matsliah2024,alias,Sup_Table_7 row 228: matched as 1-to-1
Pm2a,Pm2,flywire_schlegel2024,alias,Sup_Table_7 row 228: matched as 1-to-1
Pm2b,Pm08,flywire_matsliah2024,alias,Sup_Table_7 row 229: matched as 1-to-1
Pm2b,Pm2,flywire_schlegel2024,alias,Sup_Table_7 row 229: matched as 1-to-1
Pm3,Pm09,flywire_matsliah2024,alias,Sup_Table_7 row 230: matched as 1-to-1
Pm3,CB3856,flywire_schlegel2024,alias,Sup_Table_7 row 230: matched as 1-to-1
Pm4,Pm05,flywire_matsliah2024,alias,Sup_Table_7 row 231: matched as 1-to-1
Pm4,Pm4,flywire_schlegel2024,exact,Sup_Table_7 row 231: matched as 1-to-1
Pm5,Pm02,flywire_matsliah2024,alias,Sup_Table_7 row 232: matched as 1-to-1
Pm5,Pm1,flywire_schlegel2024,alias,Sup_Table_7 row 232: matched as 1-to-1
Pm6,Pm06,flywire_matsliah2024,alias,Sup_Table_7 row 233: matched as 1-to-1
Pm6,Pm1,flywire_schlegel2024,alias,Sup_Table_7 row 233: matched as 1-to-1
Pm7,Pm11,flywire_matsliah2024,alias,Sup_Table_7 row 234: matched as 1-to-1
Pm7,CB3850,flywire_schlegel2024,alias,Sup_Table_7 row 234: matched as 1-to-1
Pm8,Pm07,flywire_matsliah2024,alias,Sup_Table_7 row 235: matched as 1-to-1
Pm8,Pm1a,flywire_schlegel2024,alias,Sup_Table_7 row 235: matched as 1-to-1
Pm9,Pm10,flywire_matsliah2024,alias,Sup_Table_7 row 236: matched as 1-to-1
Pm9,Mt4,flywire_schlegel2024,alias,Sup_Table_7 row 236: matched as 1-to-1
R1-R6,R1-6,flywire_matsliah2024,alias,Sup_Table_7 row 237: matched as 1-to-1
R1-R6,R1-6,flywire_schlegel2024,alias,Sup_Table_7 row 237: matched as 1-to-1
R7d,R7,flywire_matsliah2024,fuzzy,Sup_Table_7 row 238: matched as 3-to-1
R7p,R7,flywire_matsliah2024,fuzzy,Sup_Table_7 row 239: matched as 3-to-1; note: Low R7 counts in the optic-lobe dataset are due to missing (i.e. not reconstructed) R7 cells and because  many  R7 cells  are annotated as 'R7_unclear' (see Methods).
R7y,R7,flywire_matsliah2024,fuzzy,Sup_Table_7 row 240: matched as 3-to-1; note: Low R7 counts in the optic-lobe dataset are due to missing (i.e. not reconstructed) R7 cells and because  many  R7 cells  are annotated as 'R7_unclear' (see Methods).
R8d,R8,flywire_matsliah2024,fuzzy,Sup_Table_7 row 241: matched as 3-to-1
R8p,R8,flywire_matsliah2024,fuzzy,Sup_Table_7 row 242: matched as 3-to-1; note: Low R8 counts in the optic-lobe dataset are due to missing (i.e. not reconstructed) R7 cells and because  many  R78 cells  are annotated as 'R8_unclear' (see Methods).
R8y,R8,flywire_matsliah2024,fuzzy,Sup_Table_7 row 243: matched as 3-to-1; note: Low R8 counts in the optic-lobe dataset are due to missing (i.e. not reconstructed) R8 cells and because  many  R7 cells  are annotated as 'R8_unclear' (see Methods).
Tm23,Li14,flywire_matsliah2024,alias,Sup_Table_7 row 244: matched as 1-to-1
Tm24,Li06,flywire_matsliah2024,alias,Sup_Table_7 row 245: matched as 1-to-1
aMe_TBD1,CB0802,flywire_schlegel2024,alias,Sup_Table_7 row 246: matched as 1-to-1
aMe24,aMe24,flywire_schlegel2024,exact,Sup_Table_7 row 247: matched as 1-to-1
aMe24,aMe24,hemibrain,exact,Sup_Table_7 row 247: matched as 1-to-1
AN09A005,AN_multi_124,flywire_schlegel2024,fuzzy,Sup_Table_7 row 248: matched as 1-to-many
AN27X013,AN_multi_124,flywire_schlegel2024,fuzzy,Sup_Table_7 row 249: matched as 1-to-many
AOTU056,CB1558,flywire_schlegel2024,alias,Sup_Table_7 row 250: matched as 1-to-1
AOTU056,"AOTU055,AOTU056,AOTU057,AOTU058",hemibrain,fuzzy,Sup_Table_7 row 250: matched as 1-to-1; composite alias string (several source types)
AOTU058,CB1329,flywire_schlegel2024,alias,Sup_Table_7 row 251: matched as 1-to-1
AOTU058,"AOTU055,AOTU056,AOTU057,AOTU058",hemibrain,fuzzy,Sup_Table_7 row 251: matched as 1-to-1; composite alias string (several source types)
CL357,SMPp&v1B_H01,flywire_schlegel2024,alias,Sup_Table_7 row 252: matched as 1-to-1
CL357,CL357,hemibrain,exact,Sup_Table_7 row 252: matched as 1-to-1
DNc01,DNc01,flywire_schlegel2024,exact,Sup_Table_7 row 253: matched as 1-to-1
DNc01,SIFa,hemibrain,alias,Sup_Table_7 row 253: matched as 1-to-1
DNc02,DNc02,flywire_schlegel2024,exact,Sup_Table_7 row 254: matched as 1-to-1
DNc02,SIFa,hemibrain,alias,Sup_Table_7 row 254: matched as 1-to-1
DNp11,DNp11,flywire_schlegel2024,exact,Sup_Table_7 row 255: matched as 1-to-1
DNp11,DNp11,hemibrain,exact,Sup_Table_7 row 255: matched as 1-to-1
DNp27,DNp27,flywire_schlegel2024,exact,Sup_Table_7 row 256: matched as 1-to-1
DNp27,DNp27,hemibrain,exact,Sup_Table_7 row 256: matched as 1-to-1
DNp30,DNp30,flywire_schlegel2024,exact,Sup_Table_7 row 257: matched as 1-to-1
DNp30,DSKMP1A,hemibrain,alias,Sup_Table_7 row 257: matched as 1-to-1
DNpe053,DNpe053,flywire_schlegel2024,exact,Sup_Table_7 row 258: matched as 1-to-1
DNpe053,SMP454,hemibrain,alias,Sup_Table_7 row 258: matched as 1-to-1
KCg-s1,KCg-s1,flywire_schlegel2024,exact,Sup_Table_7 row 259: matched as 1-to-1
KCg-s1,KCg-s1,hemibrain,exact,Sup_Table_7 row 259: matched as 1-to-1
LAL047,LAL047,flywire_schlegel2024,exact,Sup_Table_7 row 260: matched as 1-to-1
LAL047,LAL047,hemibrain,exact,Sup_Table_7 row 260: matched as 1-to-1
mALD1,mALD1,flywire_schlegel2024,exact,Sup_Table_7 row 262: matched as 1-to-1
mALD1,mALD1,hemibrain,exact,Sup_Table_7 row 262: matched as 1-to-1
PLP021,PLP021,flywire_schlegel2024,exact,Sup_Table_7 row 264: matched as 1-to-1
PLP021,PLP021,hemibrain,exact,Sup_Table_7 row 264: matched as 1-to-1
PLP032,PLP032,flywire_schlegel2024,exact,Sup_Table_7 row 265: matched as 1-to-1
PLP032,PLP032,hemibrain,exact,Sup_Table_7 row 265: matched as 1-to-1
PLP036,PLP036,flywire_schlegel2024,exact,Sup_Table_7 row 266: matched as 1-to-1
PLP036,PLP036,hemibrain,exact,Sup_Table_7 row 266: matched as 1-to-1
PLP069,PLP069,flywire_schlegel2024,exact,Sup_Table_7 row 267: matched as 1-to-1
PLP069,PLP069,hemibrain,exact,Sup_Table_7 row 267: matched as 1-to-1
PLP080,PLP080,flywire_schlegel2024,exact,Sup_Table_7 row 268: matched as 1-to-1
PLP080,PLP080,hemibrain,exact,Sup_Table_7 row 268: matched as 1-to-1
PLP150,PLP150,flywire_schlegel2024,exact,Sup_Table_7 row 269: matched as 1-to-1
PLP150,PLP150,hemibrain,exact,Sup_Table_7 row 269: matched as 1-to-1
PLP211,PLP211,flywire_schlegel2024,exact,Sup_Table_7 row 270: matched as 1-to-1
PLP211,PLP211,hemibrain,exact,Sup_Table_7 row 270: matched as 1-to-1
PLP231,PLP231,flywire_schlegel2024,exact,Sup_Table_7 row 271: matched as 1-to-1
PLP231,PLP231,hemibrain,exact,Sup_Table_7 row 271: matched as 1-to-1
PS272,"PS184,PS272",flywire_schlegel2024,fuzzy,Sup_Table_7 row 272: matched as 1-to-1; composite alias string (several source types)
PVLP046,cM19,flywire_schlegel2024,alias,Sup_Table_7 row 273: matched as 1-to-1
PVLP046,PVLP046,hemibrain,exact,Sup_Table_7 row 273: matched as 1-to-1
SLP359,SLP359,flywire_schlegel2024,exact,Sup_Table_7 row 274: matched as 1-to-1
SLP359,SLP359,hemibrain,exact,Sup_Table_7 row 274: matched as 1-to-1
SMP200,SMP200,flywire_schlegel2024,exact,Sup_Table_7 row 275: matched as 1-to-1
SMP200,SMP200,hemibrain,exact,Sup_Table_7 row 275: matched as 1-to-1
SMP528,SMP528,flywire_schlegel2024,exact,Sup_Table_7 row 276: matched as 1-to-1
SMP528,SMP528,hemibrain,exact,Sup_Table_7 row 276: matched as 1-to-1
VLP_TBD1,CB3654,flywire_schlegel2024,alias,Sup_Table_7 row 277: matched as 1-to-1
5-HTPMPV01,5-HTPMPV01,flywire_schlegel2024,exact,Sup_Table_7 row 278: matched as 1-to-1
5-HTPMPV01,5-HTPMPV01,hemibrain,exact,Sup_Table_7 row 278: matched as 1-to-1
5-HTPMPV03,5-HTPMPV03,flywire_schlegel2024,exact,Sup_Table_7 row 279: matched as 1-to-1
5-HTPMPV03,5-HTPMPV03,hemibrain,exact,Sup_Table_7 row 279: matched as 1-to-1
aMe17a,aMe17a1,flywire_schlegel2024,alias,Sup_Table_7 row 280: matched as 1-to-1
aMe17a,aMe17a,hemibrain,exact,Sup_Table_7 row 280: matched as 1-to-1
aMe17b,aMe17b,flywire_schlegel2024,exact,Sup_Table_7 row 281: matched as 1-to-1
aMe17b,aMe17b,hemibrain,exact,Sup_Table_7 row 281: matched as 1-to-1
aMe17c,aMe17c,flywire_schlegel2024,exact,Sup_Table_7 row 282: matched as 1-to-1
aMe17c,aMe17c,hemibrain,exact,Sup_Table_7 row 282: matched as 1-to-1
aMe17e,aMe17a2,flywire_schlegel2024,alias,Sup_Table_7 row 283: matched as 1-to-1
aMe17e,aMe17a,hemibrain,alias,Sup_Table_7 row 283: matched as 1-to-1
aMe2,cM04,flywire_schlegel2024,alias,Sup_Table_7 row 284: matched as 1-to-1
aMe22,aMe22,flywire_schlegel2024,exact,Sup_Table_7 row 285: matched as 1-to-1
aMe22,aMe22,hemibrain,exact,Sup_Table_7 row 285: matched as 1-to-1
aMe30,cM09,flywire_schlegel2024,alias,Sup_Table_7 row 286: matched as 1-to-1
aMe4,aMe4,flywire_schlegel2024,exact,Sup_Table_7 row 287: matched as 1-to-1
aMe4,aMe4,hemibrain,exact,Sup_Table_7 row 287: matched as 1-to-1
DCH,DCH,flywire_schlegel2024,exact,Sup_Table_7 row 288: matched as 1-to-1
DCH,DCH,hemibrain,exact,Sup_Table_7 row 288: matched as 1-to-1
DN1a,DN1a,flywire_schlegel2024,exact,Sup_Table_7 row 289: matched as 1-to-1
DN1a,DN1a,hemibrain,exact,Sup_Table_7 row 289: matched as 1-to-1
Lat1,Lat,flywire_schlegel2024,fuzzy,Sup_Table_7 row 290: matched as 3-to-1
Lat2,Lat,flywire_schlegel2024,fuzzy,Sup_Table_7 row 291: matched as 3-to-1
Lat5,Lat,flywire_schlegel2024,fuzzy,Sup_Table_7 row 292: matched as 3-to-1
LoVC1,cL14,flywire_schlegel2024,alias,Sup_Table_7 row 293: matched as 1-to-1
LoVC1,IB112,hemibrain,alias,Sup_Table_7 row 293: matched as 1-to-1
LoVC11,cL22b,flywire_schlegel2024,alias,Sup_Table_7 row 294: matched as 1-to-1
LoVC11,VES015,hemibrain,alias,Sup_Table_7 row 294: matched as 1-to-1
LoVC12,cL22c,flywire_schlegel2024,alias,Sup_Table_7 row 295: matched as 1-to-1
LoVC12,VES026,hemibrain,alias,Sup_Table_7 row 295: matched as 1-to-1
LoVC13,cL09,flywire_schlegel2024,alias,Sup_Table_7 row 296: matched as 1-to-1
LoVC14,mALC4,flywire_schlegel2024,alias,Sup_Table_7 row 297: matched as 1-to-1
LoVC14,mALC4,hemibrain,alias,Sup_Table_7 row 297: matched as 1-to-1
LoVC15,cL18,flywire_schlegel2024,alias,Sup_Table_7 row 298: matched as 1-to-1
LoVC15,PLP195,hemibrain,alias,Sup_Table_7 row 298: matched as 1-to-1
LoVC16,cL21,flywire_schlegel2024,alias,Sup_Table_7 row 299: matched as 1-to-1
LoVC16,PVLP132,hemibrain,alias,Sup_Table_7 row 299: matched as 1-to-1
LoVC17,LT38,flywire_schlegel2024,alias,Sup_Table_7 row 300: matched as 1-to-1
LoVC17,LT38,hemibrain,alias,Sup_Table_7 row 300: matched as 1-to-1
LoVC18,cL16,flywire_schlegel2024,alias,Sup_Table_7 row 301: matched as 1-to-1
LoVC18,PLP030,hemibrain,alias,Sup_Table_7 row 301: matched as 1-to-1
LoVC19,cL04,flywire_schlegel2024,alias,Sup_Table_7 row 302: matched as 1-to-1
LoVC2,cL11,flywire_schlegel2024,alias,Sup_Table_7 row 303: matched as 1-to-1
LoVC2,IB006,hemibrain,alias,Sup_Table_7 row 303: matched as 1-to-1
LoVC20,mALD2,flywire_schlegel2024,alias,Sup_Table_7 row 304: matched as 1-to-1
LoVC20,mALD2,hemibrain,alias,Sup_Table_7 row 304: matched as 1-to-1
LoVC21,mALC3,flywire_schlegel2024,alias,Sup_Table_7 row 305: matched as 1-to-1
LoVC21,mALC3,hemibrain,alias,Sup_Table_7 row 305: matched as 1-to-1
LoVC22,cLLP02,flywire_schlegel2024,alias,Sup_Table_7 row 306: matched as 1-to-1
LoVC22,CL033,hemibrain,alias,Sup_Table_7 row 306: matched as 1-to-1
LoVC23,mALC6,flywire_schlegel2024,alias,Sup_Table_7 row 307: matched as 1-to-1
LoVC23,mALC6,hemibrain,alias,Sup_Table_7 row 307: matched as 1-to-1
LoVC24,cL03,flywire_schlegel2024,alias,Sup_Table_7 row 308: matched as 1-to-1
LoVC25,cL01,flywire_schlegel2024,alias,Sup_Table_7 row 309: matched as 1-to-1
LoVC26,cL02a,flywire_schlegel2024,alias,Sup_Table_7 row 310: matched as 1-to-1
LoVC27,cL02b,flywire_schlegel2024,alias,Sup_Table_7 row 311: matched as 1-to-1
LoVC28,cL02c,flywire_schlegel2024,fuzzy,Sup_Table_7 row 312: matched as 2-to-1
LoVC29,cL02c,flywire_schlegel2024,fuzzy,Sup_Table_7 row 313: matched as 2-to-1
LoVC3,cL12,flywire_schlegel2024,alias,Sup_Table_7 row 314: matched as 1-to-1
