bodyId,type,side,seed_bodyId,hex1,hex2,hex_source,seed_displaced_for_injectivity,seed_assignment_distance
720575941517336057,L5,R,720575941734554667,-3,-4,connectivity_candidate,False,0.0362837315
720575941519125720,L5,R,720575941574687670,9,-9,connectivity_candidate,False,0.423134847
720575941519483246,L5,R,720575941432166615,5,-5,connectivity_candidate,False,0.0385446407
720575941519828396,L5,R,720575941612307274,10,-6,connectivity_candidate,False,0.053016136
720575941520066776,L5,R,720575941514088547,10,11,connectivity_candidate,False,0.0325151992
720575941520209112,L5,R,720575941440390444,16,14,connectivity_candidate,False,0.064793369
720575941520227438,L5,R,720575941540332693,1,-5,connectivity_candidate,False,0.0323803916
720575941520257902,L5,R,720575941502117719,6,10,connectivity_candidate,False,0.0337560648
720575941520271788,L5,R,720575941515756634,13,10,connectivity_candidate,False,0.0330607916
720575941520298924,L5,R,,,,unassigned,False,
720575941520356974,L5,R,720575941568781562,-6,-12,connectivity_candidate,False,0.0240561015
720575941520778350,L5,R,720575941490845132,-4,-12,connectivity_candidate,False,0.0221783604
720575941520996787,L5,R,720575941566044679,17,11,connectivity_candidate,True,0.591341963
720575941521723575,L5,R,720575941544503581,-12,-2,connectivity_candidate,False,0.694133303
720575941521913527,L5,R,720575941426422356,-10,-18,connectivity_candidate,True,0.972965188
720575941522044083,L5,R,720575941552095515,10,-1,connectivity_candidate,False,0.0382857152
720575941523931895,L5,R,720575941434529312,-6,-5,connectivity_candidate,False,0.0406947099
720575941524207359,L5,R,720575941538904701,-8,-7,connectivity_candidate,False,0.0438989917
720575941524302591,L5,R,720575941562525842,-11,-11,connectivity_candidate,False,0.278041436
720575941525040203,L5,R,720575941462769860,12,5,connectivity_candidate,False,0.0331451879
720575941525525470,L5,R,720575941433996064,-2,-4,connectivity_candidate,False,0.034909232
720575941525551691,L5,R,,,,unassigned,False,
720575941525631321,L5,R,720575941493582974,-4,-15,connectivity_candidate,False,0.134888746
720575941525700830,L5,R,720575941527925688,-1,-5,connectivity_candidate,False,0.0330204043
720575941526014539,L5,R,720575941633218284,-12,2,connectivity_candidate,False,0.261362658
720575941526253145,L5,R,720575941527661444,11,-4,connectivity_candidate,False,0.0512909505
720575941526270553,L5,R,720575941471167243,12,-3,connectivity_candidate,False,0.121993656
720575941526301150,L5,R,720575941634168005,1,-2,connectivity_candidate,False,0.0341400623
720575941526305502,L5,R,720575941626068793,9,-6,connectivity_candidate,False,0.0539572491
720575941526306526,L5,R,720575941547951165,6,-5,connectivity_candidate,False,0.0399986153
720575941526307038,L5,R,720575941503968962,7,-6,connectivity_candidate,False,0.0439410461
720575941526308318,L5,R,720575941552099355,7,-7,connectivity_candidate,False,0.0452710748
720575941526311902,L5,R,720575941476532074,6,-6,connectivity_candidate,False,0.0419614371
720575941526331870,L5,R,,,,unassigned,False,
720575941526344670,L5,R,720575941517395449,3,3,connectivity_candidate,False,0.0335822276
720575941526409438,L5,R,720575941558027791,7,-3,connectivity_candidate,False,0.0386428992
720575941526412254,L5,R,720575941692184216,9,-4,connectivity_candidate,False,0.0443246678
720575941526415070,L5,R,720575941514734915,8,-3,connectivity_candidate,False,0.0395051371
720575941526428516,L5,R,720575941517207443,9,1,connectivity_candidate,False,0.0358709167
720575941526445534,L5,R,720575941532005763,9,0,connectivity_candidate,False,0.0361126933
720575941526491870,L5,R,720575941528138754,7,-2,connectivity_candidate,False,0.0371324826
720575941526512862,L5,R,720575941443056042,5,4,connectivity_candidate,False,0.0337205907
720575941526533342,L5,R,720575941575868573,5,-3,connectivity_candidate,False,0.0363138788
720575941526541790,L5,R,720575941472465015,12,1,connectivity_candidate,False,0.033630701
720575941527380301,L5,R,720575941551102782,-6,10,connectivity_candidate,False,0.502518858
720575941527474690,L5,R,720575941446769834,16,11,connectivity_candidate,False,0.399920407
720575941527528781,L5,R,720575941437783007,-8,2,connectivity_candidate,False,0.15722166
720575941527574093,L5,R,720575941507967548,-10,-19,connectivity_candidate,True,0.972282918
720575941527583513,L5,R,720575941509572702,5,13,connectivity_candidate,False,0.0301970937
720575941527797604,L5,R,720575941627256475,-1,3,connectivity_candidate,False,0.0286202432
720575941527802244,L5,R,720575941494354558,5,3,connectivity_candidate,False,0.0339347851
720575941528464740,L5,R,720575941660131096,10,-5,connectivity_candidate,False,0.0495098015
720575941528485542,L5,R,720575941534061322,-8,9,connectivity_candidate,False,0.505359933
720575941528561318,L5,R,720575941637710197,-2,-2,connectivity_candidate,False,0.0365996554
720575941528585894,L5,R,720575941555865764,7,18,connectivity_candidate,True,0.752583615
720575941528863337,L5,R,720575941456101535,7,7,connectivity_candidate,False,0.0343263325
720575941528991620,L5,R,720575941568006710,-8,5,connectivity_candidate,False,0.496339304
720575941529319590,L5,R,720575941689926156,-7,-17,connectivity_candidate,True,0.84089863
720575941529886084,L5,R,720575941418121244,12,13,connectivity_candidate,False,0.0348770892
720575941530486968,L5,R,720575941624475274,-7,8,connectivity_candidate,False,0.504098325
720575941530530488,L5,R,720575941556774401,-16,-6,connectivity_candidate,True,0.797681783
720575941530542264,L5,R,720575941664277304,-1,11,connectivity_candidate,False,0.0373384356
720575941530591691,L5,R,720575941601980406,0,-5,connectivity_candidate,False,0.0325046513
720575941531241920,L5,R,,,,unassigned,False,
720575941531615928,L5,R,720575941448457821,-12,-4,connectivity_candidate,True,0.536662795
720575941531768760,L5,R,720575941537923354,7,-9,connectivity_candidate,False,0.174738711
720575941531817163,L5,R,720575941414646044,8,-7,connectivity_candidate,False,0.0627845902
720575941531962827,L5,R,720575941568671220,1,0,connectivity_candidate,False,0.0347488799
720575941532088707,L5,R,720575941561564787,0,-1,connectivity_candidate,False,0.0351226296
720575941532095179,L5,R,720575941632918242,-10,0,connectivity_candidate,True,0.625607226
720575941532123083,L5,R,720575941391584150,-1,13,connectivity_candidate,False,0.0349117215
720575941532866014,L5,R,720575941453822633,-4,-14,connectivity_candidate,False,0.110815441
720575941532973259,L5,R,720575941556821540,-5,10,connectivity_candidate,False,0.08962233
720575941533363946,L5,R,720575941433734542,3,9,connectivity_candidate,False,0.0302880061
720575941533391333,L5,R,,,,unassigned,False,
720575941533399781,L5,R,720575941528484196,-2,7,connectivity_candidate,False,0.0171191861
720575941533781592,L5,R,720575941468502358,3,7,connectivity_candidate,False,0.0352365255
720575941534078181,L5,R,720575941448447822,-10,-7,connectivity_candidate,False,0.0499902947
720575941534133470,L5,R,720575941588734974,1,-4,connectivity_candidate,False,0.0332866386
720575941534148801,L5,R,720575941556959059,-4,11,connectivity_candidate,False,0.0332824122
720575941534275550,L5,R,720575941603733238,-1,-3,connectivity_candidate,False,0.0346430969
720575941534549891,L5,R,720575941475297054,8,13,connectivity_candidate,False,0.0331420326
720575941534560222,L5,R,720575941494911358,-1,-4,connectivity_candidate,False,0.0339442138
720575941534710238,L5,R,720575941631305510,0,-3,connectivity_candidate,False,0.0340169745
720575941534742750,L5,R,720575941533946890,0,-4,connectivity_candidate,False,0.0333471266
720575941534847154,L5,R,720575941555258276,-9,-12,connectivity_candidate,False,0.280775203
720575941535110019,L5,R,720575941653479129,8,-5,connectivity_candidate,False,0.0438185831
720575941535215538,L5,R,720575941505428503,14,19,connectivity_candidate,False,0.0510177605
720575941535450334,L5,R,720575941629362233,2,-2,connectivity_candidate,False,0.034091952
720575941535747160,L5,R,720575941541095260,14,8,connectivity_candidate,False,0.0323836943
720575941535881394,L5,R,720575941429599625,-3,-3,connectivity_candidate,False,0.0370862723
720575941535911346,L5,R,720575941499847035,15,9,connectivity_candidate,True,0.739283945
720575941535915954,L5,R,720575941439735503,-17,-6,connectivity_candidate,True,0.774604354
720575941536078784,L5,R,720575941524033099,-1,14,connectivity_candidate,True,0.683419654
720575941536090816,L5,R,720575941468238045,1,14,connectivity_candidate,False,0.0513659772
720575941536116702,L5,R,,,,unassigned,False,
720575941536190450,L5,R,720575941551331956,0,-6,connectivity_candidate,False,0.0312249861
720575941536368320,L5,R,720575941613929881,-2,10,connectivity_candidate,False,0.0358440038
720575941536475840,L5,R,720575941508217111,1,11,connectivity_candidate,False,0.0339108884
720575941536651018,L5,R,720575941415051292,6,9,connectivity_candidate,False,0.0330847976
720575941536729610,L5,R,720575941660960568,-5,8,connectivity_candidate,False,0.496763252
720575941536740800,L5,R,720575941629703906,2,8,connectivity_candidate,False,0.0290656914
720575941536750529,L5,R,720575941592927446,-1,-14,connectivity_candidate,False,0.156422065
720575941536842945,L5,R,720575941506946398,-11,-7,connectivity_candidate,False,0.0602215728
720575941536854464,L5,R,720575941541713869,0,15,connectivity_candidate,False,0.0196473085
720575941536878272,L5,R,720575941459725267,3,14,connectivity_candidate,False,0.0663008527
720575941536879808,L5,R,720575941482199805,4,14,connectivity_candidate,False,0.437494638
720575941536891840,L5,R,720575941414421393,7,13,connectivity_candidate,False,0.0322934163
720575941536902592,L5,R,720575941460473744,4,15,connectivity_candidate,False,0.0716058349
720575941537210650,L5,R,720575941517727960,11,18,connectivity_candidate,False,0.0354193036
720575941537350120,L5,R,720575941567677554,-11,-8,connectivity_candidate,False,0.116570801
720575941537360666,L5,R,720575941497480417,-5,4,connectivity_candidate,False,0.00932430686
720575941537383690,L5,R,720575941467371030,5,-2,connectivity_candidate,False,0.0354516474
720575941537396451,L5,R,720575941730515243,-8,-10,connectivity_candidate,False,0.0317154652
720575941538286568,L5,R,720575941549781620,-14,-12,connectivity_candidate,False,0.285649791
720575941538318568,L5,R,720575941394870422,-7,-16,connectivity_candidate,True,0.832873548
720575941538351080,L5,R,720575941564413608,-2,5,connectivity_candidate,False,0.0201492695
720575941538353635,L5,R,720575941457289968,14,12,connectivity_candidate,False,0.033743084
720575941538380515,L5,R,720575941527931012,4,-2,connectivity_candidate,False,0.0348186624
720575941538407139,L5,R,,,,unassigned,False,
720575941538422499,L5,R,720575941567990522,-8,-1,connectivity_candidate,False,0.0433178023
720575941538776256,L5,R,720575941487859206,-3,8,connectivity_candidate,False,0.0397396908
720575941539147609,L5,R,720575941394040836,-1,-13,connectivity_candidate,False,0.1396439
720575941539222248,L5,R,720575941612985318,-15,-9,connectivity_candidate,False,0.291236465
720575941539386457,L5,R,720575941489482700,-3,-14,connectivity_candidate,False,0.129935343
720575941539417310,L5,R,720575941574611638,-2,-1,connectivity_candidate,False,0.0365024056
720575941539641822,L5,R,720575941507180894,-1,1,connectivity_candidate,False,0.033194404
720575941539714685,L5,R,720575941589414028,4,2,connectivity_candidate,False,0.034077381
720575941539768562,L5,R,720575941473329194,-5,-2,connectivity_candidate,False,0.0408378366
720575941539775637,L5,R,720575941574059592,-6,2,connectivity_candidate,False,0.027191575
720575941539807637,L5,R,720575941613749933,10,14,connectivity_candidate,False,0.0339054695
720575941539943317,L5,R,720575941628254758,15,13,connectivity_candidate,False,0.0335188156
720575941539946944,L5,R,720575941689896310,0,7,connectivity_candidate,False,0.0252156926
720575941540740444,L5,R,720575941460315792,-13,0,connectivity_candidate,True,1.12714627
720575941541062861,L5,R,720575941541150300,5,12,connectivity_candidate,False,0.0296447496
720575941541119869,L5,R,720575941449093813,9,3,connectivity_candidate,False,0.0337970857
720575941541133949,L5,R,720575941522790839,-15,-5,connectivity_candidate,True,1.04173204
720575941541208189,L5,R,720575941536942834,-7,-8,connectivity_candidate,False,0.0388252642
720575941541342050,L5,R,720575941547880820,-11,-9,connectivity_candidate,False,0.270560904
720575941541350498,L5,R,720575941627910794,-8,-15,connectivity_candidate,True,0.825559696
720575941541850460,L5,R,720575941516859139,3,-4,connectivity_candidate,False,0.0344735265
720575941542277468,L5,R,720575941409478447,-3,-16,connectivity_candidate,False,0.23889945
720575941542592960,L5,R,720575941454933485,-4,3,connectivity_candidate,False,0.0157959125
720575941542946649,L5,R,720575941535433394,-3,-13,connectivity_candidate,False,0.103099935
720575941542947673,L5,R,720575941626057529,-3,-12,connectivity_candidate,False,0.0879760523
720575941542949721,L5,R,,,,unassigned,False,
720575941542952793,L5,R,720575941516476995,-1,-17,connectivity_candidate,False,0.253388155
720575941542959449,L5,R,720575941434899086,-2,-12,connectivity_candidate,False,0.0947310233
720575941543242332,L5,R,720575941630627052,-10,-1,connectivity_candidate,True,0.531393905
720575941543352924,L5,R,720575941409700526,11,13,connectivity_candidate,False,0.0301362066
720575941543364697,L5,R,,,,unassigned,False,
720575941543375452,L5,R,720575941546953049,-4,-4,connectivity_candidate,False,0.0378178896
720575941543402332,L5,R,720575941734556459,6,16,connectivity_candidate,False,0.425117988
720575941543911709,L5,R,720575941412392107,11,6,connectivity_candidate,False,0.0330976784
720575941544038336,L5,R,720575941609987817,0,10,connectivity_candidate,False,0.0332087408
720575941544149593,L5,R,720575941579146741,7,4,connectivity_candidate,False,0.0339047826
720575941544290240,L5,R,720575941666769139,1,10,connectivity_candidate,False,0.0316450447
720575941544458176,L5,R,720575941660942928,-2,9,connectivity_candidate,False,0.03416314
720575941544520733,L5,R,720575941527904612,8,8,connectivity_candidate,False,0.035258318
720575941544907198,L5,R,720575941478882784,-4,9,connectivity_candidate,False,0.0417924997
720575941544909246,L5,R,720575941546351465,-3,9,connectivity_candidate,False,0.0396847782
720575941544919998,L5,R,720575941624351882,-3,7,connectivity_candidate,False,0.0137413915
720575941545040729,L5,R,720575941621794431,-1,-10,connectivity_candidate,False,0.0211916646
720575941545041241,L5,R,720575941552500763,-3,-8,connectivity_candidate,False,0.0301838516
720575941545042009,L5,R,720575941626518073,0,-11,connectivity_candidate,False,0.0167497743
720575941545048921,L5,R,720575941528563801,-4,-9,connectivity_candidate,False,0.0295438984
720575941545057113,L5,R,720575941561311603,-4,-8,connectivity_candidate,False,0.031649708
720575941545080153,L5,R,720575941482337359,-5,-4,connectivity_candidate,False,0.0397745319
720575941545081177,L5,R,720575941497512161,-1,-8,connectivity_candidate,False,0.0277704164
720575941545150400,L5,R,720575941514086393,1,9,connectivity_candidate,False,0.0290843968
720575941545374132,L5,R,720575941525675289,-6,9,connectivity_candidate,False,0.50526016
720575941545634309,L5,R,720575941478058545,-1,-7,connectivity_candidate,False,0.0298797504
720575941545763929,L5,R,720575941557017252,3,-11,connectivity_candidate,False,0.0497346097
720575941545795929,L5,R,720575941517507032,-7,2,connectivity_candidate,False,0.72874331
720575941545834073,L5,R,720575941430873737,-4,0,connectivity_candidate,False,0.0394822793
720575941545843801,L5,R,720575941491740366,0,0,connectivity_candidate,False,0.0357384969
720575941545880153,L5,R,720575941539529950,-1,0,connectivity_candidate,False,0.0350835068
720575941546185664,L5,R,720575941409703598,6,12,connectivity_candidate,False,0.0318443698
720575941546194521,L5,R,720575941479237711,6,-2,connectivity_candidate,False,0.0364098419
720575941546195289,L5,R,720575941624060874,7,-1,connectivity_candidate,False,0.036209799
720575941546512217,L5,R,720575941443679951,1,-10,connectivity_candidate,False,0.0220829753
720575941546517593,L5,R,720575941467830493,-1,-9,connectivity_candidate,False,0.0249614893
720575941546518617,L5,R,720575941633116832,0,-10,connectivity_candidate,False,0.0212338199
720575941546519897,L5,R,720575941634984379,-2,-8,connectivity_candidate,False,0.0286602298
720575941546522713,L5,R,720575941591626859,-1,-11,connectivity_candidate,False,0.0152096191
720575941546544985,L5,R,720575941491435184,2,-11,connectivity_candidate,False,0.0530615449
720575941546574681,L5,R,720575941449501277,-1,-6,connectivity_candidate,False,0.031687171
720575941546577241,L5,R,720575941412540564,2,-9,connectivity_candidate,False,0.580223991
720575941546582617,L5,R,720575941630042604,1,-8,connectivity_candidate,False,0.0294767527
720575941546591065,L5,R,720575941640854629,1,-7,connectivity_candidate,False,0.0306709727
720575941546610265,L5,R,720575941566408295,-6,5,connectivity_candidate,False,0.490135216
720575941546614105,L5,R,720575941414646812,9,-7,connectivity_candidate,False,0.0566849353
720575941546615641,L5,R,720575941497416009,4,-4,connectivity_candidate,False,0.0357548385
720575941546662745,L5,R,,,,unassigned,False,
720575941546666585,L5,R,720575941476533866,5,-6,connectivity_candidate,False,0.0398518134
720575941546668889,L5,R,720575941575831990,6,-7,connectivity_candidate,False,0.043487033
720575941546712153,L5,R,720575941484452674,4,-6,connectivity_candidate,False,0.0381789645
720575941546713945,L5,R,720575941531508867,3,-8,connectivity_candidate,False,0.0402598676
720575941546714969,L5,R,720575941630043628,1,-6,connectivity_candidate,False,0.0312414276
720575941546749273,L5,R,720575941484806662,3,-9,connectivity_candidate,False,0.044765413
720575941546750553,L5,R,720575941517066083,4,-10,connectivity_candidate,False,0.0465816682
720575941546760025,L5,R,720575941516110739,3,-5,connectivity_candidate,False,0.0349916334
720575941546769497,L5,R,720575941458307056,2,-5,connectivity_candidate,False,0.0330221461
720575941546772313,L5,R,720575941617948543,0,-2,connectivity_candidate,False,0.0343654957
720575941546903641,L5,R,720575941510331265,0,1,connectivity_candidate,False,0.0342545076
720575941546934972,L5,R,720575941547667644,-9,-11,connectivity_candidate,False,0.277746564
720575941546944089,L5,R,720575941506684289,-6,6,connectivity_candidate,False,0.492313568
720575941546962777,L5,R,720575941567723378,0,-8,connectivity_candidate,False,0.0275318444
720575941547023804,L5,R,720575941486453200,8,-6,connectivity_candidate,False,0.0464561735
720575941547105212,L5,R,720575941592623400,8,18,connectivity_candidate,True,0.750423311
720575941547301225,L5,R,720575941503117618,-18,-9,connectivity_candidate,True,0.583518277
720575941548711048,L5,R,720575941597049127,15,14,connectivity_candidate,False,0.053031991
720575941549071449,L5,R,720575941611819740,-13,3,connectivity_candidate,True,0.658901844
720575941549265697,L5,R,720575941514175747,-13,-10,connectivity_candidate,False,0.28002066
720575941550129953,L5,R,720575941568391214,5,17,connectivity_candidate,True,0.830305285
720575941550133793,L5,R,720575941660473144,5,-11,connectivity_candidate,False,0.297756381
720575941550685757,L5,R,720575941482094522,7,-5,connectivity_candidate,False,0.0419334014
720575941550700833,L5,R,720575941519515319,3,0,connectivity_candidate,False,0.034263281
720575941550733172,L5,R,720575941543311109,14,1,connectivity_candidate,False,0.023321006
720575941550760993,L5,R,720575941459586500,-7,0,connectivity_candidate,True,1.00550592
720575941550807357,L5,R,720575941627340443,8,11,connectivity_candidate,False,0.0335218129
720575941551336820,L5,R,720575941625453052,-1,4,connectivity_candidate,False,0.0267398005
720575941551818239,L5,R,720575941518916012,-8,-4,connectivity_candidate,False,0.0457130226
720575941552736255,L5,R,720575941635133627,11,8,connectivity_candidate,False,0.0324672864
720575941553216960,L5,R,720575941634257568,-10,-14,connectivity_candidate,True,0.711095229
720575941553319423,L5,R,720575941644280440,-5,-12,connectivity_candidate,False,0.0233340211
720575941553344990,L5,R,720575941433939744,-8,-5,connectivity_candidate,False,0.0448339924
720575941553370879,L5,R,720575941457994566,10,0,connectivity_candidate,False,0.0358821679
720575941554245511,L5,R,720575941493638526,4,17,connectivity_candidate,True,1.16734493
720575941554430106,L5,R,720575941497786018,-11,-16,connectivity_candidate,True,0.821587751
720575941554701083,L5,R,720575941605566573,-8,-12,connectivity_candidate,True,0.808472758
720575941554986718,L5,R,720575941533932554,2,-10,connectivity_candidate,False,0.0471728925
720575941555292499,L5,R,720575941403214115,-3,1,connectivity_candidate,False,0.0342128483
720575941555351962,L5,R,720575941603173310,-3,14,connectivity_candidate,False,0.417844545
720575941555657817,L5,R,720575941638544159,-11,-1,connectivity_candidate,True,0.632110573
720575941555911250,L5,R,720575941531745155,4,9,connectivity_candidate,False,0.030614676
720575941556012801,L5,R,720575941473907259,-5,5,connectivity_candidate,False,0.025175342
720575941556121601,L5,R,720575941653440729,5,14,connectivity_candidate,False,0.0286923441
720575941556174849,L5,R,720575941611660390,-8,-14,connectivity_candidate,True,0.820711304
720575941556193252,L5,R,720575941555607460,6,11,connectivity_candidate,False,0.0333869745
720575941556326226,L5,R,720575941500241633,5,10,connectivity_candidate,False,0.0347321927
720575941556371539,L5,R,720575941584492510,10,15,connectivity_candidate,False,0.0346246973
720575941556379300,L5,R,720575941533964993,-10,1,connectivity_candidate,True,0.626947807
720575941556542803,L5,R,720575941469685771,-17,-9,connectivity_candidate,True,0.698582881
720575941556828242,L5,R,720575941535081498,7,11,connectivity_candidate,False,0.0332872087
720575941556909284,L5,R,720575941454843373,6,14,connectivity_candidate,False,0.0306648089
720575941556947684,L5,R,720575941628460002,9,15,connectivity_candidate,False,0.0362244557
720575941557399641,L5,R,720575941618406101,-14,1,connectivity_candidate,True,1.0870455
720575941557723358,L5,R,720575941593317590,-6,-11,connectivity_candidate,False,0.0272314712
720575941557736414,L5,R,720575941557647070,-6,-9,connectivity_candidate,False,0.0334002515
720575941558164437,L5,R,720575941561574771,10,4,connectivity_candidate,False,0.0334820868
720575941558353109,L5,R,720575941671606193,10,2,connectivity_candidate,False,0.0348514726
720575941558664868,L5,R,720575941613063910,-7,-3,connectivity_candidate,False,0.0437867443
720575941558763989,L5,R,,,,unassigned,False,
720575941558985685,L5,R,720575941563672418,-5,1,connectivity_candidate,False,0.0407839234
720575941559026980,L5,R,720575941566547042,6,-9,connectivity_candidate,False,0.173918688
720575941559101476,L5,R,720575941654374673,10,16,connectivity_candidate,False,0.0364813779
720575941559137502,L5,R,720575941502315095,-9,-7,connectivity_candidate,False,0.0463684642
720575941559151070,L5,R,720575941505806386,-7,-9,connectivity_candidate,False,0.0346172391
720575941559217877,L5,R,720575941479380131,-5,2,connectivity_candidate,False,0.0360359089
720575941559670543,L5,R,720575941721111354,-12,-12,connectivity_candidate,False,0.283076739
720575941560597486,L5,R,720575941548094057,8,6,connectivity_candidate,False,0.0338901951
720575941560598543,L5,R,720575941618628309,4,-9,connectivity_candidate,False,0.0452882441
720575941561025651,L5,R,720575941412395179,5,8,connectivity_candidate,False,0.104714758
720575941561140437,L5,R,720575941584460934,5,-1,connectivity_candidate,False,0.0350855657
720575941561330398,L5,R,720575941479727840,-4,-10,connectivity_candidate,False,0.0271960634
720575941561417941,L5,R,720575941503372171,1,-1,connectivity_candidate,False,0.0344206411
720575941561639902,L5,R,720575941534756184,-4,-11,connectivity_candidate,False,0.0245598002
720575941562028757,L5,R,720575941455158509,3,1,connectivity_candidate,False,0.0341832149
720575941562424109,L5,R,720575941687021580,-4,-3,connectivity_candidate,False,0.0386801662
720575941562843949,L5,R,720575941506178213,-8,4,connectivity_candidate,False,0.495328863
720575941563331373,L5,R,720575941604978105,-12,-6,connectivity_candidate,False,0.0640121652
720575941563463762,L5,R,720575941618401919,-1,2,connectivity_candidate,False,0.0312479506
720575941563994024,L5,R,720575941454204999,-10,-16,connectivity_candidate,True,0.82107668
720575941564021650,L5,R,720575941475215675,0,12,connectivity_candidate,False,0.0386668509
720575941564064168,L5,R,720575941660421712,-15,-6,connectivity_candidate,False,0.158707653
720575941564540818,L5,R,720575941536418058,10,-2,connectivity_candidate,False,0.0424016266
720575941564552594,L5,R,720575941493070567,-11,1,connectivity_candidate,False,0.259438734
720575941564903058,L5,R,720575941478851552,-10,7,connectivity_candidate,True,0.577029107
720575941565091840,L5,R,720575941634143173,9,5,connectivity_candidate,False,0.0334625102
720575941565147392,L5,R,720575941408270383,-10,-5,connectivity_candidate,False,0.0517747626
720575941565235719,L5,R,720575941525348429,0,13,connectivity_candidate,False,0.0431103135
720575941565750423,L5,R,720575941666651379,1,2,connectivity_candidate,False,0.0335966073
720575941565804807,L5,R,720575941457317360,-6,-13,connectivity_candidate,False,0.0229977872
720575941565826962,L5,R,720575941657495888,-10,-17,connectivity_candidate,True,0.823171631
720575941565862034,L5,R,720575941554651364,-11,6,connectivity_candidate,False,0.572872621
720575941565895431,L5,R,720575941557879567,-16,-5,connectivity_candidate,True,0.771469008
720575941565955591,L5,R,720575941631094981,-6,7,connectivity_candidate,False,0.495763672
720575941565969159,L5,R,720575941497810082,12,-1,connectivity_candidate,False,0.0462283629
720575941565990407,L5,R,720575941483405821,1,-15,connectivity_candidate,True,0.481842747
720575941566324887,L5,R,720575941527985592,3,16,connectivity_candidate,True,0.813540876
720575941566328471,L5,R,720575941486259778,10,1,connectivity_candidate,False,0.0351520397
720575941566361495,L5,R,720575941554469092,-3,4,connectivity_candidate,False,0.0176711981
720575941566817618,L5,R,720575941584400094,-7,3,connectivity_candidate,False,0.494663451
720575941566823250,L5,R,720575941504436028,-7,6,connectivity_candidate,False,0.495571106
720575941566825042,L5,R,720575941460445599,-5,3,connectivity_candidate,False,0.0189074074
720575941566905607,L5,R,720575941646511560,-16,-11,connectivity_candidate,False,0.284591282
720575941566909238,L5,R,720575941596664945,-16,-13,connectivity_candidate,True,0.842185165
720575941566922066,L5,R,720575941555382611,-10,4,connectivity_candidate,False,0.495589799
720575941566922322,L5,R,720575941616107417,-9,3,connectivity_candidate,False,0.494080226
720575941566961234,L5,R,720575941496376443,-6,4,connectivity_candidate,False,0.490150397
720575941567898158,L5,R,720575941479171151,1,-11,connectivity_candidate,False,0.0491240528
720575941567974966,L5,R,720575941534548506,1,-9,connectivity_candidate,False,0.0256138479
720575941568965422,L5,R,720575941413727599,-14,-3,connectivity_candidate,False,0.394343149
720575941569445490,L5,R,720575941734098475,5,5,connectivity_candidate,False,0.033525996
720575941570203250,L5,R,720575941592049259,-9,-17,connectivity_candidate,True,0.826510163
720575941570644724,L5,R,720575941445851412,1,6,connectivity_candidate,False,0.0292230143
720575941570852722,L5,R,720575941452073038,0,-9,connectivity_candidate,False,0.0242699593
720575941571501300,L5,R,720575941469976587,-8,-6,connectivity_candidate,False,0.0439943312
720575941572257182,L5,R,720575941552298523,12,15,connectivity_candidate,False,0.035763957
720575941572986376,L5,R,720575941484706626,7,9,connectivity_candidate,False,0.0320296611
720575941573253790,L5,R,720575941584335326,8,4,connectivity_candidate,False,0.033760378
720575941573279570,L5,R,720575941544023581,-7,-14,connectivity_candidate,False,0.0258206922
720575941573363102,L5,R,720575941651072241,5,-9,connectivity_candidate,False,0.0449961744
720575941574085448,L5,R,720575941450991797,-1,10,connectivity_candidate,False,0.0356016086
720575941574120776,L5,R,720575941653223701,4,6,connectivity_candidate,False,0.0335789484
720575941574146888,L5,R,720575941561384942,13,5,connectivity_candidate,False,0.0329477386
720575941574262779,L5,R,720575941558535844,-15,-14,connectivity_candidate,False,0.331955548
720575941574911670,L5,R,720575941391433732,-7,-2,connectivity_candidate,False,0.0442874685
720575941575029755,L5,R,720575941610710118,-9,-15,connectivity_candidate,True,0.820181495
720575941575107579,L5,R,720575941593790065,18,10,connectivity_candidate,True,0.595688714
720575941575324936,L5,R,720575941533472088,-9,5,connectivity_candidate,False,0.500446219
720575941575420168,L5,R,720575941506798686,-9,-1,connectivity_candidate,True,0.577887826
720575941575422216,L5,R,720575941562995810,11,-1,connectivity_candidate,False,0.0433570761
720575941575433211,L5,R,720575941513643587,-3,5,connectivity_candidate,False,0.0164277933
720575941575443357,L5,R,720575941505834546,-3,-6,connectivity_candidate,False,0.0333468418
720575941575452681,L5,R,720575941627206299,-14,-1,connectivity_candidate,False,0.362104557
720575941575532041,L5,R,720575941506538881,-5,-14,connectivity_candidate,True,0.835147773
720575941576024329,L5,R,720575941480281027,11,15,connectivity_candidate,False,0.0337167209
720575941576050063,L5,R,720575941564715879,-9,-10,connectivity_candidate,False,0.251558127
720575941576111247,L5,R,720575941449103438,-13,-16,connectivity_candidate,False,0.414255069
720575941576149391,L5,R,720575941553027719,-1,-2,connectivity_candidate,False,0.0351873941
720575941576192911,L5,R,720575941417731612,-3,-11,connectivity_candidate,False,0.0222381515
720575941576829622,L5,R,720575941542903301,-8,-13,connectivity_candidate,True,0.812737139
720575941576890294,L5,R,720575941544402620,2,14,connectivity_candidate,False,0.0570321863
720575941577090408,L5,R,720575941689192204,-14,-5,connectivity_candidate,True,0.781588701
720575941577247080,L5,R,720575941577676470,4,-7,connectivity_candidate,False,0.0395396502
720575941577592146,L5,R,720575941415753361,-10,-15,connectivity_candidate,True,0.816374887
720575941578153685,L5,R,720575941549060020,-7,-12,connectivity_candidate,False,0.0257608667
