# MaleCNS v1.0 type map, source name -> MaleCNS type (same rows as type_aliases.csv, source-keyed). Built by scripts/build_type_map_typing.py from: MaleCNS v1.0 body-annotations (flywireType / hemibrainType / mancType / class; CC BY 4.0), Schlegel et al. 2024 Nature doi:10.1038/s41586-024-07686-5 Supplementary Data 1 and 5 (github.com/flyconnectome/flywire_annotations v3.0.0; CC BY 4.0), Nern et al. 2025 Nature doi:10.1038/s41586-025-08746-0 Supplementary Tables 1 and 7 (CC BY 4.0), the MaleCNS Cell Type Explorer synonyms (github.com/reiserlab/celltype-explorer-drosophila-male-cns, 2026-09-09), and Olivera 2026 Neuroinformatics doi:10.1007/s12021-026-09783-4. Tiers: exact | alias | fuzzy | class (rules in the script docstring and docs/audits/receptor_sources_typing.md). Systems: flywire, hemibrain, hemibrain_body, optic_inventory, manc, literature, malecns_class.
source_name,malecns_type,tier,evidence,n_cells_malecns,system
AN_GNG_31,AN03B095,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_31' on 2/2 cells,2,flywire
AN03B095,AN03B095,exact,MaleCNS v1.0 body-annotations mancType='AN03B095' on 2/2 cells,2,manc
AN_GNG_186,AN04A001,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_186' on 6/6 cells,6,flywire
AN04A001,AN04A001,exact,MaleCNS v1.0 body-annotations mancType='AN04A001' on 6/6 cells,6,manc
AN_GNG_VES_5,AN04B001,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_VES_5' on 2/4 cells,4,flywire
AN_GNG_VES_8,AN04B001,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_VES_8' on 2/4 cells,4,flywire
Cachero 2010: vPr-g,AN04B001,alias,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)",4,literature
AN04B001,AN04B001,exact,MaleCNS v1.0 body-annotations mancType='AN04B001' on 4/4 cells,4,manc
AN_IPS_GNG_7,AN04B003,alias,MaleCNS v1.0 body-annotations flywireType='AN_IPS_GNG_7' on 6/6 cells,6,flywire
AN04B003,AN04B003,exact,MaleCNS v1.0 body-annotations mancType='AN04B003' on 6/6 cells,6,manc
AN_GNG_201,AN04B004,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_201' on 4/4 cells,4,flywire
AN04B004,AN04B004,exact,MaleCNS v1.0 body-annotations mancType='AN04B004' on 4/4 cells,4,manc
AN_SPS_IPS_3,AN04B023,alias,MaleCNS v1.0 body-annotations flywireType='AN_SPS_IPS_3' on 2/6 cells,6,flywire
AN_SPS_IPS_5,AN04B023,alias,MaleCNS v1.0 body-annotations flywireType='AN_SPS_IPS_5' on 2/6 cells,6,flywire
AN_SPS_IPS_6,AN04B023,alias,MaleCNS v1.0 body-annotations flywireType='AN_SPS_IPS_6' on 2/6 cells,6,flywire
AN04B023,AN04B023,exact,MaleCNS v1.0 body-annotations mancType='AN04B023' on 6/6 cells,6,manc
AN_multi_46,AN04B051,alias,MaleCNS v1.0 body-annotations flywireType='AN_multi_46' on 2/2 cells,2,flywire
AN04B051,AN04B051,exact,MaleCNS v1.0 body-annotations mancType='AN04B051' on 2/2 cells,2,manc
AN_GNG_111,AN05B004,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_111' on 2/2 cells,2,flywire
AN05B004,AN05B004,exact,MaleCNS v1.0 body-annotations mancType='AN05B004' on 2/2 cells,2,manc
AN_GNG_67,AN05B005,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_67' on 2/2 cells,2,flywire
AN05B005,AN05B005,exact,MaleCNS v1.0 body-annotations mancType='AN05B005' on 2/2 cells,2,manc
AN_GNG_SAD_18,AN05B006,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_SAD_18' on 1/3 cells,3,flywire
AN_multi_87,AN05B006,alias,MaleCNS v1.0 body-annotations flywireType='AN_multi_87' on 2/3 cells,3,flywire
AN05B006,AN05B006,exact,MaleCNS v1.0 body-annotations mancType='AN05B006' on 3/3 cells,3,manc
AN_GNG_109,AN05B007,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_109' on 1/1 cells,1,flywire
AN05B007,AN05B007,exact,MaleCNS v1.0 body-annotations mancType='AN05B007' on 1/1 cells,1,manc
AN_GNG_65,AN05B009,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_65' on 2/4 cells,4,flywire
AN_GNG_66,AN05B009,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_66' on 2/4 cells,4,flywire
AN05B009,AN05B009,exact,MaleCNS v1.0 body-annotations mancType='AN05B009' on 4/4 cells,4,manc
AN_GNG_49,AN05B010,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_49' on 1/1 cells,1,flywire
AN05B010,AN05B010,exact,MaleCNS v1.0 body-annotations mancType='AN05B010' on 1/1 cells,1,manc
AN_GNG_197,AN05B015,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_197' on 2/2 cells,2,flywire
AN05B015,AN05B015,exact,MaleCNS v1.0 body-annotations mancType='AN05B015' on 2/2 cells,2,manc
AN_GNG_101,AN05B017,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_101' on 1/1 cells,1,flywire
AN05B017,AN05B017,exact,MaleCNS v1.0 body-annotations mancType='AN05B017' on 1/1 cells,1,manc
AN_GNG_FLA_6,AN05B021,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_FLA_6' on 2/2 cells,2,flywire
AN05B021,AN05B021,exact,MaleCNS v1.0 body-annotations mancType='AN05B021' on 2/2 cells,2,manc
AN_GNG_SAD_14,AN05B023a,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_SAD_14' on 2/2 cells,2,flywire
AN05B023,AN05B023a,alias,MaleCNS v1.0 body-annotations mancType='AN05B023' on 2/2 cells,2,manc
AN05B023,AN05B023b,alias,MaleCNS v1.0 body-annotations mancType='AN05B023' on 2/2 cells,2,manc
AN_AVLP_22,AN05B023c,alias,MaleCNS v1.0 body-annotations flywireType='AN_AVLP_22' on 2/2 cells,2,flywire
AN05B023,AN05B023c,alias,MaleCNS v1.0 body-annotations mancType='AN05B023' on 2/2 cells,2,manc
AN_AVLP_GNG_10,AN05B023d,alias,MaleCNS v1.0 body-annotations flywireType='AN_AVLP_GNG_10' on 2/2 cells,2,flywire
AN05B023,AN05B023d,alias,MaleCNS v1.0 body-annotations mancType='AN05B023' on 2/2 cells,2,manc
AN_GNG_SAD_6,AN05B024,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_SAD_6' on 1/1 cells,1,flywire
AN05B024,AN05B024,exact,MaleCNS v1.0 body-annotations mancType='AN05B024' on 1/1 cells,1,manc
AN_multi_94,AN05B025,alias,MaleCNS v1.0 body-annotations flywireType='AN_multi_94' on 2/2 cells,2,flywire
AN05B025,AN05B025,exact,MaleCNS v1.0 body-annotations mancType='AN05B025' on 2/2 cells,2,manc
AN_GNG_FLA_1,AN05B026,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_FLA_1' on 1/1 cells,1,flywire
AN05B026,AN05B026,exact,MaleCNS v1.0 body-annotations mancType='AN05B026' on 1/1 cells,1,manc
AN_GNG_74,AN05B027,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_74' on 1/1 cells,1,flywire
AN05B027,AN05B027,exact,MaleCNS v1.0 body-annotations mancType='AN05B027' on 1/1 cells,1,manc
AN_GNG_153,AN05B029,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_153' on 1/1 cells,1,flywire
AN05B029,AN05B029,exact,MaleCNS v1.0 body-annotations mancType='AN05B029' on 1/1 cells,1,manc
AN05B035,AN05B035,exact,MaleCNS v1.0 body-annotations mancType='AN05B035' on 2/2 cells,2,manc
AN_GNG_69,AN05B036,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_69' on 1/2 cells,2,flywire
AN05B036,AN05B036,exact,MaleCNS v1.0 body-annotations mancType='AN05B036' on 2/2 cells,2,manc
AN_GNG_152,AN05B040,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_152' on 1/1 cells,1,flywire
AN05B040,AN05B040,exact,MaleCNS v1.0 body-annotations mancType='AN05B040' on 1/1 cells,1,manc
AN_GNG_VES_7,AN05B044,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_VES_7' on 2/2 cells,2,flywire
AN05B044,AN05B044,exact,MaleCNS v1.0 body-annotations mancType='AN05B044' on 2/2 cells,2,manc
AN_GNG_197,AN05B045,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_197' on 2/2 cells,2,flywire
AN05B045,AN05B045,exact,MaleCNS v1.0 body-annotations mancType='AN05B045' on 2/2 cells,2,manc
AN_GNG_152,AN05B046,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_152' on 1/1 cells,1,flywire
AN05B046,AN05B046,exact,MaleCNS v1.0 body-annotations mancType='AN05B046' on 1/1 cells,1,manc
AN05B048,AN05B048,exact,MaleCNS v1.0 body-annotations mancType='AN05B048' on 2/2 cells,2,manc
AN_GNG_69,AN05B049_a,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_69' on 2/2 cells,2,flywire
AN05B049,AN05B049_a,alias,MaleCNS v1.0 body-annotations mancType='AN05B049' on 2/2 cells,2,manc
AN_GNG_69,AN05B049_b,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_69' on 2/2 cells,2,flywire
AN05B049,AN05B049_b,alias,MaleCNS v1.0 body-annotations mancType='AN05B049' on 2/2 cells,2,manc
AN05B049,AN05B049_c,alias,MaleCNS v1.0 body-annotations mancType='AN05B049' on 2/2 cells,2,manc
AN05B050,AN05B050_a,alias,MaleCNS v1.0 body-annotations mancType='AN05B050' on 2/2 cells,2,manc
AN_AVLP_GNG_23,AN05B050_b,alias,MaleCNS v1.0 body-annotations flywireType='AN_AVLP_GNG_23' on 1/2 cells,2,flywire
AN05B050,AN05B050_b,alias,MaleCNS v1.0 body-annotations mancType='AN05B050' on 2/2 cells,2,manc
AN_AVLP_GNG_13,AN05B050_c,alias,MaleCNS v1.0 body-annotations flywireType='AN_AVLP_GNG_13' on 4/4 cells,4,flywire
AN05B050,AN05B050_c,alias,MaleCNS v1.0 body-annotations mancType='AN05B050' on 4/4 cells,4,manc
AN_AVLP_GNG_23,AN05B052,alias,MaleCNS v1.0 body-annotations flywireType='AN_AVLP_GNG_23' on 3/3 cells,3,flywire
AN05B052,AN05B052,exact,MaleCNS v1.0 body-annotations mancType='AN05B052' on 3/3 cells,3,manc
AN_GNG_197,AN05B053,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_197' on 4/4 cells,4,flywire
AN05B053,AN05B053,exact,MaleCNS v1.0 body-annotations mancType='AN05B053' on 4/4 cells,4,manc
AN_GNG_69,AN05B054_a,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_69' on 2/2 cells,2,flywire
AN05B054,AN05B054_a,alias,MaleCNS v1.0 body-annotations mancType='AN05B054' on 2/2 cells,2,manc
AN_GNG_69,AN05B054_b,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_69' on 4/4 cells,4,flywire
AN05B054,AN05B054_b,alias,MaleCNS v1.0 body-annotations mancType='AN05B054' on 4/4 cells,4,manc
AN_GNG_197,AN05B056,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_197' on 1/2 cells,2,flywire
AN_GNG_75,AN05B056,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_75' on 1/2 cells,2,flywire
AN05B056,AN05B056,exact,MaleCNS v1.0 body-annotations mancType='AN05B056' on 2/2 cells,2,manc
AN_GNG_75,AN05B058,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_75' on 2/2 cells,2,flywire
AN05B058,AN05B058,exact,MaleCNS v1.0 body-annotations mancType='AN05B058' on 2/2 cells,2,manc
AN05B059,AN05B059,exact,MaleCNS v1.0 body-annotations mancType='AN05B059' on 1/1 cells,1,manc
AN05B060,AN05B060,exact,MaleCNS v1.0 body-annotations mancType='AN05B060' on 1/1 cells,1,manc
AN_AVLP_GNG_23,AN05B062,alias,MaleCNS v1.0 body-annotations flywireType='AN_AVLP_GNG_23' on 4/4 cells,4,flywire
AN05B062,AN05B062,exact,MaleCNS v1.0 body-annotations mancType='AN05B062' on 4/4 cells,4,manc
AN_GNG_121,AN05B063,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_121' on 4/4 cells,4,flywire
AN05B063,AN05B063,exact,MaleCNS v1.0 body-annotations mancType='AN05B063' on 4/4 cells,4,manc
AN05B067,AN05B067,exact,MaleCNS v1.0 body-annotations mancType='AN05B067' on 1/1 cells,1,manc
AN_AVLP_GNG_14,AN05B068,alias,MaleCNS v1.0 body-annotations flywireType='AN_AVLP_GNG_14' on 2/7 cells,7,flywire
AN_GNG_121,AN05B068,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_121' on 3/7 cells,7,flywire
AN05B068,AN05B068,exact,MaleCNS v1.0 body-annotations mancType='AN05B068' on 7/7 cells,7,manc
AN_GNG_197,AN05B069,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_197' on 2/2 cells,2,flywire
AN05B069,AN05B069,exact,MaleCNS v1.0 body-annotations mancType='AN05B069' on 2/2 cells,2,manc
AN05B071,AN05B071,exact,MaleCNS v1.0 body-annotations mancType='AN05B071' on 2/2 cells,2,manc
AN_GNG_PRW_4,AN05B076,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_PRW_4' on 2/2 cells,2,flywire
AN05B076,AN05B076,exact,MaleCNS v1.0 body-annotations mancType='AN05B076' on 2/2 cells,2,manc
AN_AVLP_GNG_23,AN05B078,alias,MaleCNS v1.0 body-annotations flywireType='AN_AVLP_GNG_23' on 1/3 cells,3,flywire
AN_AVLP_GNG_7,AN05B078,alias,MaleCNS v1.0 body-annotations flywireType='AN_AVLP_GNG_7' on 2/3 cells,3,flywire
AN05B078,AN05B078,exact,MaleCNS v1.0 body-annotations mancType='AN05B078' on 3/3 cells,3,manc
AN_AVLP_GNG_12,AN05B081,alias,MaleCNS v1.0 body-annotations flywireType='AN_AVLP_GNG_12' on 2/2 cells,2,flywire
AN05B081,AN05B081,exact,MaleCNS v1.0 body-annotations mancType='AN05B081' on 2/2 cells,2,manc
AN_AVLP_GNG_23,AN05B083,alias,MaleCNS v1.0 body-annotations flywireType='AN_AVLP_GNG_23' on 1/1 cells,1,flywire
AN05B083,AN05B083,exact,MaleCNS v1.0 body-annotations mancType='AN05B083' on 1/1 cells,1,manc
AN05B095,AN05B095,exact,MaleCNS v1.0 body-annotations mancType='AN05B095' on 2/2 cells,2,manc
AN_GNG_SAD_20,AN05B096,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_SAD_20' on 2/4 cells,4,flywire
SA_VTV_DProN_1,AN05B096,alias,MaleCNS v1.0 body-annotations flywireType='SA_VTV_DProN_1' on 2/4 cells,4,flywire
AN05B096,AN05B096,exact,MaleCNS v1.0 body-annotations mancType='AN05B096' on 4/4 cells,4,manc
AN_GNG_SAD_5,AN05B097,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_SAD_5' on 2/8 cells,8,flywire
AN_multi_76,AN05B097,alias,MaleCNS v1.0 body-annotations flywireType='AN_multi_76' on 2/8 cells,8,flywire
AN_multi_86,AN05B097,alias,MaleCNS v1.0 body-annotations flywireType='AN_multi_86' on 2/8 cells,8,flywire
AN_multi_88,AN05B097,alias,MaleCNS v1.0 body-annotations flywireType='AN_multi_88' on 2/8 cells,8,flywire
AN05B097,AN05B097,exact,MaleCNS v1.0 body-annotations mancType='AN05B097' on 8/8 cells,8,manc
AN_GNG_FLA_3,AN05B098,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_FLA_3' on 2/2 cells,2,flywire
AN05B098,AN05B098,exact,MaleCNS v1.0 body-annotations mancType='AN05B098' on 2/2 cells,2,manc
AN_AVLP_GNG_8,AN05B099,alias,MaleCNS v1.0 body-annotations flywireType='AN_AVLP_GNG_8' on 3/6 cells,6,flywire
AN_AVLP_GNG_9,AN05B099,alias,MaleCNS v1.0 body-annotations flywireType='AN_AVLP_GNG_9' on 1/6 cells,6,flywire
AN_multi_65,AN05B099,alias,MaleCNS v1.0 body-annotations flywireType='AN_multi_65' on 2/6 cells,6,flywire
AN05B099,AN05B099,exact,MaleCNS v1.0 body-annotations mancType='AN05B099' on 6/6 cells,6,manc
AN_GNG_SAD_29,AN05B100,alias,"MaleCNS v1.0 body-annotations flywireType='AN_GNG_SAD_29,AN_GNG_SAD_35' on 6/6 cells; MaleCNS 1 : FlyWire 2 (merged types)",6,flywire
AN_GNG_SAD_35,AN05B100,alias,"MaleCNS v1.0 body-annotations flywireType='AN_GNG_SAD_29,AN_GNG_SAD_35' on 6/6 cells; MaleCNS 1 : FlyWire 2 (merged types)",6,flywire
AN05B100,AN05B100,exact,MaleCNS v1.0 body-annotations mancType='AN05B100' on 6/6 cells,6,manc
AN_multi_92,AN05B101,alias,MaleCNS v1.0 body-annotations flywireType='AN_multi_92' on 2/4 cells,4,flywire
AN_multi_97,AN05B101,alias,MaleCNS v1.0 body-annotations flywireType='AN_multi_97' on 2/4 cells,4,flywire
AN05B101,AN05B101,exact,MaleCNS v1.0 body-annotations mancType='AN05B101' on 4/4 cells,4,manc
AN_AVLP_20,AN05B102a,alias,MaleCNS v1.0 body-annotations flywireType='AN_AVLP_20' on 2/2 cells,2,flywire
hb1665775343,AN05B102a,alias,"MaleCNS v1.0 hemibrainType='(hb1665775343)' on 1/2 cells: untyped hemibrain body id, no hemibrain type",2,hemibrain_body
Kallman 2015: PPN1,AN05B102a,alias,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)",2,literature
AN05B102,AN05B102a,alias,MaleCNS v1.0 body-annotations mancType='AN05B102' on 2/2 cells,2,manc
AN_multi_66,AN05B102b,alias,MaleCNS v1.0 body-annotations flywireType='AN_multi_66' on 2/2 cells,2,flywire
AN05B102,AN05B102b,alias,MaleCNS v1.0 body-annotations mancType='AN05B102' on 2/2 cells,2,manc
AN_AVLP_PVLP_5,AN05B102c,alias,MaleCNS v1.0 body-annotations flywireType='AN_AVLP_PVLP_5' on 2/2 cells,2,flywire
hb1197455013,AN05B102c,fuzzy,rule transitive: MaleCNS->FlyWire 'AN_AVLP_PVLP_5' (MaleCNS flywireType) -> Schlegel 2024 SD1 hemibrain_type 'hb1197455013' (majority over FlyWire cells),2,hemibrain
AN05B102,AN05B102c,alias,MaleCNS v1.0 body-annotations mancType='AN05B102' on 2/2 cells,2,manc
AN_multi_69,AN05B102d,alias,MaleCNS v1.0 body-annotations flywireType='AN_multi_69' on 2/2 cells,2,flywire
AN05B102,AN05B102d,alias,MaleCNS v1.0 body-annotations mancType='AN05B102' on 2/2 cells,2,manc
AN_multi_82,AN05B103,alias,MaleCNS v1.0 body-annotations flywireType='AN_multi_82' on 2/2 cells,2,flywire
hb611262552,AN05B103,fuzzy,"rule transitive: MaleCNS->FlyWire 'AN_multi_82' (MaleCNS flywireType) -> Schlegel 2024 SD1 hemibrain_type 'hb611262552,hb704367157' (majority over FlyWire cells)",2,hemibrain
hb704367157,AN05B103,fuzzy,"rule transitive: MaleCNS->FlyWire 'AN_multi_82' (MaleCNS flywireType) -> Schlegel 2024 SD1 hemibrain_type 'hb611262552,hb704367157' (majority over FlyWire cells)",2,hemibrain
Yu 2010: dMS6,AN05B103,alias,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)",2,literature
AN05B103,AN05B103,exact,MaleCNS v1.0 body-annotations mancType='AN05B103' on 2/2 cells,2,manc
AN_GNG_92,AN05B104,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_92' on 6/6 cells,6,flywire
AN05B104,AN05B104,exact,MaleCNS v1.0 body-annotations mancType='AN05B104' on 6/6 cells,6,manc
AN_GNG_SAD_28,AN05B105,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_SAD_28' on 2/2 cells,2,flywire
AN05B105,AN05B105,exact,MaleCNS v1.0 body-annotations mancType='AN05B105' on 2/2 cells,2,manc
AN_GNG_96,AN05B106,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_96' on 2/4 cells,4,flywire
AN_GNG_FLA_2,AN05B106,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_FLA_2' on 2/4 cells,4,flywire
AN05B106,AN05B106,exact,MaleCNS v1.0 body-annotations mancType='AN05B106' on 4/4 cells,4,manc
AN_multi_85,AN05B107,alias,MaleCNS v1.0 body-annotations flywireType='AN_multi_85' on 2/2 cells,2,flywire
AN05B107,AN05B107,exact,MaleCNS v1.0 body-annotations mancType='AN05B107' on 2/2 cells,2,manc
AN05B108,AN05B108,exact,MaleCNS v1.0 body-annotations mancType='AN05B108' on 4/4 cells,4,manc
AN06A010,AN06A010,exact,MaleCNS v1.0 body-annotations mancType='AN06A010' on 2/2 cells,2,manc
AN_multi_39,AN06A015,alias,MaleCNS v1.0 body-annotations flywireType='AN_multi_39' on 2/2 cells,2,flywire
AN06A015,AN06A015,exact,MaleCNS v1.0 body-annotations mancType='AN06A015' on 2/2 cells,2,manc
AN06A016,AN06A016,exact,MaleCNS v1.0 body-annotations mancType='AN06A016' on 2/2 cells,2,manc
AN06A017,AN06A017,exact,MaleCNS v1.0 body-annotations mancType='AN06A017' on 2/2 cells,2,manc
AN06A018,AN06A018,exact,MaleCNS v1.0 body-annotations mancType='AN06A018' on 2/2 cells,2,manc
AN06A026,AN06A026,exact,MaleCNS v1.0 body-annotations mancType='AN06A026' on 4/4 cells,4,manc
AN_multi_1,AN06A027,alias,MaleCNS v1.0 body-annotations flywireType='AN_multi_1' on 2/2 cells,2,flywire
AN06A027,AN06A027,exact,MaleCNS v1.0 body-annotations mancType='AN06A027' on 2/2 cells,2,manc
AN06A030,AN06A030,exact,MaleCNS v1.0 body-annotations mancType='AN06A030' on 2/2 cells,2,manc
AN06A041,AN06A041,exact,MaleCNS v1.0 body-annotations mancType='AN06A041' on 2/2 cells,2,manc
AN_GNG_175,AN06A060,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_175' on 2/2 cells,2,flywire
AN06A060,AN06A060,exact,MaleCNS v1.0 body-annotations mancType='AN06A060' on 2/2 cells,2,manc
AN06A062,AN06A062,exact,MaleCNS v1.0 body-annotations mancType='AN06A062' on 4/4 cells,4,manc
AN06A080,AN06A080,exact,MaleCNS v1.0 body-annotations mancType='AN06A080' on 4/4 cells,4,manc
AN06A092,AN06A092,exact,MaleCNS v1.0 body-annotations mancType='AN06A092' on 5/5 cells,5,manc
AN06A095,AN06A095,exact,MaleCNS v1.0 body-annotations mancType='AN06A095' on 3/3 cells,3,manc
AN06A112,AN06A112,exact,MaleCNS v1.0 body-annotations mancType='AN06A112' on 6/6 cells,6,manc
AN_GNG_178,AN06B002,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_178' on 5/5 cells,5,flywire
AN06B002,AN06B002,exact,MaleCNS v1.0 body-annotations mancType='AN06B002' on 5/5 cells,5,manc
AN06B004,AN06B004,exact,MaleCNS v1.0 body-annotations mancType='AN06B004' on 2/2 cells,2,manc
AN_GNG_57,AN06B005,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_57' on 2/2 cells,2,flywire
AN06B005,AN06B005,exact,MaleCNS v1.0 body-annotations mancType='AN06B005' on 2/2 cells,2,manc
AN_multi_100,AN06B007,alias,MaleCNS v1.0 body-annotations flywireType='AN_multi_100' on 2/4 cells,4,flywire
AN_multi_13,AN06B007,alias,MaleCNS v1.0 body-annotations flywireType='AN_multi_13' on 2/4 cells,4,flywire
AN06B007,AN06B007,exact,MaleCNS v1.0 body-annotations mancType='AN06B007' on 4/4 cells,4,manc
AN_multi_11,AN06B009,alias,MaleCNS v1.0 body-annotations flywireType='AN_multi_11' on 2/2 cells,2,flywire
hb1687321237,AN06B009,alias,"MaleCNS v1.0 hemibrainType='(hb1687321237)' on 2/2 cells: untyped hemibrain body id, no hemibrain type",2,hemibrain_body
AN06B009,AN06B009,exact,MaleCNS v1.0 body-annotations mancType='AN06B009' on 2/2 cells,2,manc
AN_multi_10,AN06B011,alias,MaleCNS v1.0 body-annotations flywireType='AN_multi_10' on 2/2 cells,2,flywire
Fujiwara 2022: LAL-PS-ANcontra,AN06B011,alias,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)",2,literature
AN06B011,AN06B011,exact,MaleCNS v1.0 body-annotations mancType='AN06B011' on 2/2 cells,2,manc
AN_multi_41,AN06B012,alias,MaleCNS v1.0 body-annotations flywireType='AN_multi_41' on 2/2 cells,2,flywire
AN06B012,AN06B012,exact,MaleCNS v1.0 body-annotations mancType='AN06B012' on 2/2 cells,2,manc
AN06B014,AN06B014,exact,MaleCNS v1.0 body-annotations mancType='AN06B014' on 2/2 cells,2,manc
AN06B015,AN06B015,exact,MaleCNS v1.0 body-annotations mancType='AN06B015' on 1/1 cells,1,manc
AN_GNG_175,AN06B023,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_175' on 2/2 cells,2,flywire
AN06B023,AN06B023,exact,MaleCNS v1.0 body-annotations mancType='AN06B023' on 2/2 cells,2,manc
AN_GNG_80,AN06B025,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_80' on 2/2 cells,2,flywire
AN06B025,AN06B025,exact,MaleCNS v1.0 body-annotations mancType='AN06B025' on 2/2 cells,2,manc
AN_multi_40,AN06B026,alias,MaleCNS v1.0 body-annotations flywireType='AN_multi_40' on 2/2 cells,2,flywire
AN06B026,AN06B026,exact,MaleCNS v1.0 body-annotations mancType='AN06B026' on 2/2 cells,2,manc
AN_GNG_114,AN06B031,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_114' on 2/2 cells,2,flywire
AN06B031,AN06B031,exact,MaleCNS v1.0 body-annotations mancType='AN06B031' on 2/2 cells,2,manc
AN_multi_50,AN06B034,alias,MaleCNS v1.0 body-annotations flywireType='AN_multi_50' on 2/2 cells,2,flywire
AN06B034,AN06B034,exact,MaleCNS v1.0 body-annotations mancType='AN06B034' on 2/2 cells,2,manc
AN_IPS_GNG_5,AN06B037,alias,MaleCNS v1.0 body-annotations flywireType='AN_IPS_GNG_5' on 2/2 cells,2,flywire
AN06B037,AN06B037,exact,MaleCNS v1.0 body-annotations mancType='AN06B037' on 2/2 cells,2,manc
AN_GNG_106,AN06B039,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_106' on 2/7 cells,7,flywire
AN_GNG_VES_3,AN06B039,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_VES_3' on 2/7 cells,7,flywire
AN_IPS_GNG_7,AN06B039,alias,MaleCNS v1.0 body-annotations flywireType='AN_IPS_GNG_7' on 3/7 cells,7,flywire
AN06B039,AN06B039,exact,MaleCNS v1.0 body-annotations mancType='AN06B039' on 7/7 cells,7,manc
AN_multi_6,AN06B040,alias,MaleCNS v1.0 body-annotations flywireType='AN_multi_6' on 2/2 cells,2,flywire
AN06B040,AN06B040,exact,MaleCNS v1.0 body-annotations mancType='AN06B040' on 2/2 cells,2,manc
AN06B042,AN06B042,exact,MaleCNS v1.0 body-annotations mancType='AN06B042' on 2/2 cells,2,manc
AN_GNG_IPS_12,AN06B044,alias,MaleCNS v1.0 body-annotations flywireType='AN_GNG_IPS_12' on 2/2 cells,2,flywire
AN06B044,AN06B044,exact,MaleCNS v1.0 body-annotations mancType='AN06B044' on 2/2 cells,2,manc
AN06B045,AN06B045,exact,MaleCNS v1.0 body-annotations mancType='AN06B045' on 2/2 cells,2,manc
AN06B046,AN06B046,exact,MaleCNS v1.0 body-annotations mancType='AN06B046' on 2/2 cells,2,manc
