# MaleCNS v1.0 cell-type aliases across connectomes. Built by scripts/build_type_map_typing.py from: MaleCNS v1.0 body-annotations (flywireType / hemibrainType / mancType / class; CC BY 4.0), Schlegel et al. 2024 Nature doi:10.1038/s41586-024-07686-5 Supplementary Data 1 and 5 (github.com/flyconnectome/flywire_annotations v3.1.0 (commit 8587524, 2026-07-21), 'matching MaleCNS v1.0'; plus the 2024 paper release of SD1 for the old optic names; CC BY 4.0), Nern et al. 2025 Nature doi:10.1038/s41586-025-08746-0 Supplementary Tables 1 and 7 (CC BY 4.0), the MaleCNS Cell Type Explorer synonyms (github.com/reiserlab/celltype-explorer-drosophila-male-cns, 2026-09-09), and Olivera 2026 Neuroinformatics doi:10.1007/s12021-026-09783-4. Tiers: exact | alias | fuzzy | class (rules in the script docstring and docs/audits/receptor_sources_typing.md). Systems: flywire, hemibrain, hemibrain_body, optic_inventory, manc, literature, malecns_class. flag: ';'-joined caveats -- unresolvable (name absent from the source), cb_placeholder, paper_release_only, unmatched, conflict_nern7_vs_malecns[_notation], minority_agreement, merged_list_only, name_only, v3_name_collision (definitions in the script docstring); empty = no caveat. Downstream joins that trust tier 'alias' should drop rows flagged unresolvable / unmatched / conflict_nern7_vs_malecns.
malecns_type,alias,system,tier,flag,evidence
PS008_a1,Cachero 2010: aSP-b,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
PS008_a1,Yu 2010: aSP1,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
PS008_a2,PS008_a1,flywire,alias,unresolvable,MaleCNS v1.0 body-annotations flywireType='PS008_a1' on 4/4 cells; name not in Schlegel 2024 SD1 v3.1.0 cell_type list
PS008_a2,PS008_a,hemibrain,alias,,MaleCNS v1.0 body-annotations hemibrainType='PS008_a' on 4/4 cells
PS008_a2,Cachero 2010: aSP-b,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
PS008_a2,Yu 2010: aSP1,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
PS008_a3,PS008_a,hemibrain,alias,,MaleCNS v1.0 body-annotations hemibrainType='PS008_a' on 2/2 cells
PS008_a3,Cachero 2010: aSP-b,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
PS008_a3,Yu 2010: aSP1,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
PS008_a4,PS008_a1,flywire,alias,unresolvable,MaleCNS v1.0 body-annotations flywireType='PS008_a1' on 3/3 cells; name not in Schlegel 2024 SD1 v3.1.0 cell_type list
PS008_a4,PS008_a,hemibrain,alias,,MaleCNS v1.0 body-annotations hemibrainType='PS008_a' on 3/3 cells
PS008_a4,Cachero 2010: aSP-b,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
PS008_a4,Yu 2010: aSP1,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
PS008_b,CB4005,flywire,alias,unresolvable;cb_placeholder,MaleCNS v1.0 body-annotations flywireType='CB4005' on 2/10 cells; name not in Schlegel 2024 SD1 v3.1.0 cell_type list
PS008_b,PS008_a2,flywire,alias,unresolvable,MaleCNS v1.0 body-annotations flywireType='PS008_a2' on 4/10 cells; name not in Schlegel 2024 SD1 v3.1.0 cell_type list
PS008_b,PS008_b,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 7 hemibrain bodies); MaleCNS hemibrainType agrees"
PS010,PS010,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
PS010,PS010,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
PS011,PS011,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
PS011,PS011,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
PS013,PS013,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
PS013,PS013,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
PS018_a,PS018a,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='PS018a' on 2/2 cells
PS018_a,PS018,hemibrain,alias,,MaleCNS v1.0 body-annotations hemibrainType='PS018' on 2/2 cells
PS018_b,PS018b,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='PS018b' on 2/2 cells
PS018_b,PS018,hemibrain,alias,,MaleCNS v1.0 body-annotations hemibrainType='PS018' on 2/2 cells
PS019,PS019,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 4 FlyWire cells); MaleCNS flywireType agrees"
PS019,PS019,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
PS020,PS020,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
PS020,PS020,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
PS021,PS021,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 4 FlyWire cells); MaleCNS flywireType agrees"
PS021,PS021,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 3 hemibrain bodies); MaleCNS hemibrainType agrees"
PS022,PS022,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 4 FlyWire cells); MaleCNS flywireType agrees"
PS022,PS022,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
PS023,PS023,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 6 FlyWire cells); MaleCNS flywireType agrees"
PS023,PS023,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 3 hemibrain bodies); MaleCNS hemibrainType agrees"
PS024,PS024,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 3 FlyWire cells); MaleCNS flywireType agrees"
PS024,PS024,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
PS025,PS025,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
PS025,PS025,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
PS026,PS026,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 4 FlyWire cells); MaleCNS flywireType agrees"
PS026,PS026,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
PS027,PS027,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
PS027,PS027,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
PS029,PS029,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
PS029,PS029,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
PS030,PS030,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
PS030,PS030,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
PS031,PS031,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
PS031,PS031,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
PS032,CB1028,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB1028' on 4/4 cells
PS032,PS032,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
PS033_a,CB1014,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB1014' on 4/4 cells
PS033_a,PS033,hemibrain,alias,,MaleCNS v1.0 body-annotations hemibrainType='PS033' on 4/4 cells
PS033_b,CB1854,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB1854' on 2/2 cells
PS033_b,PS033,hemibrain,alias,,MaleCNS v1.0 body-annotations hemibrainType='PS033' on 2/2 cells
PS034,PS034,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 8 FlyWire cells); MaleCNS flywireType agrees"
PS034,PS034,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 3 hemibrain bodies); MaleCNS hemibrainType agrees"
PS037,PS037,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 6 FlyWire cells); MaleCNS flywireType agrees"
PS037,PS037,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
PS038,PS038a,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='PS038a' on 6/12 cells
PS038,PS038b,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='PS038b' on 6/12 cells
PS038,PS038,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 4 hemibrain bodies); MaleCNS hemibrainType agrees"
PS041,PS041,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
PS041,PS041,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
PS042,CB1270,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB1270' on 4/6 cells
PS042,CB1766,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB1766' on 2/6 cells
PS042,PS042,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 3 hemibrain bodies); MaleCNS hemibrainType agrees"
PS046,PS046,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
PS046,PS046,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
PS047_a,PS047a,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='PS047a' on 2/2 cells
PS047_a,PS047,hemibrain,alias,,MaleCNS v1.0 body-annotations hemibrainType='PS047' on 2/2 cells
PS047_b,PS047b,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='PS047b' on 2/2 cells
PS047_b,PS047,hemibrain,alias,,MaleCNS v1.0 body-annotations hemibrainType='PS047' on 2/2 cells
PS048_a,PS048b,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='PS048b' on 2/2 cells
PS048_a,PS048,hemibrain,alias,,MaleCNS v1.0 body-annotations hemibrainType='PS048' on 2/2 cells
PS048_b,PS048a,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='PS048a' on 2/2 cells
PS048_b,PS048,hemibrain,alias,,MaleCNS v1.0 body-annotations hemibrainType='PS048' on 2/2 cells
PS049,PS049,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
PS049,PS049,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
PS050,PS050,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
PS050,PS050,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
PS051,PS051,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
PS051,PS051,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
PS052,PS052,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 4 FlyWire cells); MaleCNS flywireType agrees"
PS052,PS052,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
PS053,PS053,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
PS053,PS053,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
PS054,PS054,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 6 FlyWire cells); MaleCNS flywireType agrees"
PS054,PS054,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
PS055,PS055,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 7 FlyWire cells); MaleCNS flywireType agrees"
PS055,PS055,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 4 hemibrain bodies); MaleCNS hemibrainType agrees"
PS057,PS057,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
PS057,PS057,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
PS058,PS058,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
PS058,PS058,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
PS059,PS059,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 4 FlyWire cells); MaleCNS flywireType agrees"
PS059,PS059,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
PS060,LAL111,flywire,alias,unresolvable,"MaleCNS v1.0 body-annotations flywireType='LAL111,PS060' on 2/2 cells; MaleCNS 1 : FlyWire 2 (merged types); name not in Schlegel 2024 SD1 v3.1.0 cell_type list"
PS060,PS060,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
PS061,PS061,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
PS061,PS061,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
PS062,PS062,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
PS062,PS062,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
PS063,PS063,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
PS063,PS063,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
PS065,PS065,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
PS065,PS065,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
PS068,PS068,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
PS068,PS068,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
PS070,CB2473,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB2473' on 2/2 cells
PS070,PS070,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
PS072,CB1693,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB1693' on 4/11 cells
PS072,CB1792,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB1792' on 1/11 cells
PS072,CB2473,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB2473' on 2/11 cells
PS072,CB3177,flywire,alias,,"MaleCNS v1.0 body-annotations flywireType='CB3177,CB3560' on 2/11 cells; MaleCNS 1 : FlyWire 2 (merged types)"
PS072,CB3560,flywire,alias,,"MaleCNS v1.0 body-annotations flywireType='CB3177,CB3560' on 2/11 cells; MaleCNS 1 : FlyWire 2 (merged types)"
PS072,PS072,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 5 hemibrain bodies); MaleCNS hemibrainType agrees"
PS074,PS074,flywire,exact,minority_agreement,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
PS074,CB2697,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB2697' on 3/4 cells
PS074,PS074,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
PS076,CB3956,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB3956' on 6/6 cells; NAME COLLISION: a FlyWire type named 'PS076' exists but MaleCNS maps this type elsewhere
PS076,PS076,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
PS077,CB1042,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB1042' on 12/15 cells
PS077,CB2697,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='CB2697' on 3/15 cells
PS077,PS077,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 6 hemibrain bodies); MaleCNS hemibrainType agrees"
PS078,PS078,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 6 FlyWire cells); MaleCNS flywireType agrees"
PS078,PS078,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 4 hemibrain bodies); MaleCNS hemibrainType agrees"
PS080,PS080,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
PS080,PS080,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
PS081,PS085,flywire,alias,unresolvable,"MaleCNS v1.0 body-annotations flywireType='PS081,PS085' on 2/2 cells; MaleCNS 1 : FlyWire 2 (merged types); name not in Schlegel 2024 SD1 v3.1.0 cell_type list"
PS081,PS081,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
PS082,PS082,flywire,exact,merged_list_only,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 4 FlyWire cells); MaleCNS flywireType agrees"
PS082,PS084,flywire,alias,,"MaleCNS v1.0 body-annotations flywireType='PS082,PS084' on 2/2 cells; MaleCNS 1 : FlyWire 2 (merged types)"
PS082,PS082,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
PS082,Cachero 2010: aSP-i,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
PS082,Cachero 2010: aSPi,literature,alias,,Schlegel 2024 SD1 v3.1.0 synonyms of FlyWire type PS082
PS082,Yu 2010: aSP11,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
PS083_a,PS083a,flywire,fuzzy,,"rule normalised: case-insensitive, punctuation-stripped name equality with a unique FlyWire cell_type"
PS083_a,PS083,hemibrain,alias,,MaleCNS v1.0 body-annotations hemibrainType='PS083' on 2/2 cells
PS083_a,Cachero 2010: aSP-i,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
PS083_a,Yu 2010: aSP11,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
PS083_b,PS083b,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='PS083b' on 4/4 cells
PS083_b,PS083,hemibrain,alias,,MaleCNS v1.0 body-annotations hemibrainType='PS083' on 4/4 cells
PS083_b,Cachero 2010: aSP-i,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
PS083_b,Cachero 2010: aSPi,literature,alias,,Schlegel 2024 SD1 v3.1.0 synonyms of FlyWire type PS083b
PS083_b,Yu 2010: aSP11,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
PS083_c,PS083,hemibrain,alias,,MaleCNS v1.0 body-annotations hemibrainType='PS083' on 2/2 cells
PS083_c,Cachero 2010: aSP-i,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
PS083_c,Yu 2010: aSP11,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
PS084,PS084,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 4 FlyWire cells); MaleCNS flywireType agrees"
PS084,PS084,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 2 hemibrain bodies); MaleCNS hemibrainType agrees"
PS084,Cachero 2010: aSP-i,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
PS084,Cachero 2010: aSPi,literature,alias,,Schlegel 2024 SD1 v3.1.0 synonyms of FlyWire type PS084
PS084,Yu 2010: aSP11,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
PS085,PS086,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='PS086' on 2/2 cells
PS085,PS085,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
PS087,PS087a,flywire,alias,unresolvable,MaleCNS v1.0 body-annotations flywireType='PS087a' on 3/18 cells; name not in Schlegel 2024 SD1 v3.1.0 cell_type list; NAME COLLISION: a FlyWire type named 'PS087' exists but MaleCNS maps this type elsewhere
PS087,PS087b,flywire,alias,unresolvable,MaleCNS v1.0 body-annotations flywireType='PS087b' on 7/18 cells; name not in Schlegel 2024 SD1 v3.1.0 cell_type list; NAME COLLISION: a FlyWire type named 'PS087' exists but MaleCNS maps this type elsewhere
PS087,PS087c,flywire,alias,unresolvable,MaleCNS v1.0 body-annotations flywireType='PS087c' on 3/18 cells; name not in Schlegel 2024 SD1 v3.1.0 cell_type list; NAME COLLISION: a FlyWire type named 'PS087' exists but MaleCNS maps this type elsewhere
PS087,PS087d,flywire,alias,unresolvable,MaleCNS v1.0 body-annotations flywireType='PS087d' on 3/18 cells; name not in Schlegel 2024 SD1 v3.1.0 cell_type list; NAME COLLISION: a FlyWire type named 'PS087' exists but MaleCNS maps this type elsewhere
PS087,PS087e,flywire,alias,unresolvable,MaleCNS v1.0 body-annotations flywireType='PS087e' on 2/18 cells; name not in Schlegel 2024 SD1 v3.1.0 cell_type list; NAME COLLISION: a FlyWire type named 'PS087' exists but MaleCNS maps this type elsewhere
PS087,PS087,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 9 hemibrain bodies); MaleCNS hemibrainType agrees"
PS087,Cachero 2010: aSP-i,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
PS087,Yu 2010: aSP11,literature,alias,,"MaleCNS Cell Type Explorer (neuPrint male-cns:v1.0 synonyms, 2026-09-09)"
PS088,PS088,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
PS088,PS088,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
PS089,PS089,flywire,exact,,"name is a FlyWire v783 cell_type (Schlegel 2024 SD1 v3.1.0, 2 FlyWire cells); MaleCNS flywireType agrees"
PS089,PS089,hemibrain,exact,,"name is a hemibrain v1.2.1 type (Schlegel 2024 SD5, 1 hemibrain bodies); MaleCNS hemibrainType agrees"
PS090,PS090a,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='PS090a' on 2/4 cells
PS090,PS090b,flywire,alias,,MaleCNS v1.0 body-annotations flywireType='PS090b' on 2/4 cells
