type,malecns,fafb,banc,male_specific_annotated_cells,malecns_fruDsx,evidence
CB2236,0,3,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2237,0,4,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2238,0,4,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2241,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2242,0,11,8,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2249,0,4,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2258,0,4,7,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2261,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2264,0,2,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2265,0,4,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2266,0,3,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2267_b,0,6,12,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2271,0,4,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2274,0,3,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2276,0,3,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2282,0,3,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2289,0,2,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2291,0,2,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2293,0,7,8,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2308,0,4,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2317,0,13,20,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2331,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2334,0,4,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2340,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2344,0,6,8,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2349,0,6,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2352,0,3,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2353,0,11,13,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2354,0,5,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2358,0,4,18,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2360,0,6,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2362,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2367,0,8,13,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2368,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2376,0,10,15,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2378,0,2,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2382,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2383,0,4,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2384,0,5,14,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2392,0,8,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2393,0,3,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2399,0,9,14,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2402,0,4,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2403,0,2,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2406,0,4,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2414,0,4,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2417,0,4,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2419,0,4,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2424,0,3,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2426,0,2,7,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2427,0,2,12,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2432,0,3,7,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2446,0,3,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2449,0,6,7,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2450,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2457,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2466,0,5,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2468,0,4,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2473,0,4,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2474,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2477,0,5,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2482,0,2,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2487,0,3,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2490,0,2,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2492,0,3,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2502,0,5,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2505,0,4,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2506,0,4,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2510,0,4,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2519,0,3,9,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2520,0,5,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2532,0,6,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2533,0,5,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2542,0,3,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2543,0,3,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2544,0,3,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2551,0,6,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2554,0,3,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2556,0,7,7,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2557,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2560,0,2,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2564,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2565,0,7,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2569,0,4,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2571,0,5,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2573,0,6,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2574,0,4,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2575,0,3,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2579,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2580,0,7,8,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2583,0,3,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2591,0,2,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2593,0,5,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2598,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2602,0,3,8,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2604,0,5,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2605,0,5,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2613,0,2,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2617,0,3,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2618,0,4,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2621,0,8,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2637,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2649,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2651,0,2,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2661,0,3,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2662,0,2,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2663,0,3,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2665,0,2,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2669,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2670,0,3,8,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2673,0,2,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2696,0,4,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2697,0,4,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2698,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2699,0,2,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2716,0,1,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2717,0,9,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2723,0,5,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2728,0,5,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2729,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2738,0,3,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2745,0,4,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2746,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2749,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2752,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2758,0,2,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2760,0,3,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2762,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2776,0,4,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2778,0,5,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2779,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2781,0,3,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2785,0,5,8,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2793,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2795,0,4,19,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2796,0,2,9,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2801,0,4,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2803,0,3,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2806,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2813,0,4,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2821,0,4,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2825,0,6,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2835,0,8,9,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2836,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2841,0,5,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2849,0,5,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2850,0,3,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2853,0,4,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2856,0,4,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2860,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2865,0,2,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2867,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2883,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2886,0,5,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2891,0,4,7,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2893,0,4,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2894,0,5,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2897,0,3,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2903,0,3,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2905,0,3,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2909,0,3,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2911,0,4,8,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2915,0,3,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2917,0,2,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2918,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2921,0,3,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2928,0,10,14,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2929,0,3,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2930,0,5,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2932,0,4,10,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2942,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2946,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2951,0,3,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2960,0,5,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2969,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2977,0,2,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2987,0,6,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2997,0,2,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB2999,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3002,0,3,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3003,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3006,0,3,8,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3011,0,2,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3017,0,4,8,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3020,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3035,0,4,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3038,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3046,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3048,0,6,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3057,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3058,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3063,0,3,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3066,0,2,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3072,0,4,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3077,0,2,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3082,0,3,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3083,0,2,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3095,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3102,0,4,7,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3106,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3107,0,3,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3111,0,6,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3114,0,4,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3115,0,2,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3123,0,2,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3125,0,3,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3129,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3149,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3150,0,6,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3154,0,2,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3166,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3169,0,3,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3174,0,5,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3176,0,4,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3179,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3181,0,3,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3182,0,5,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3183,0,3,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3192,0,0,7,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3193,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3195,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3198,0,4,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3199,0,4,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3200,0,2,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3200b,0,4,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3210,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3211,0,4,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3214,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3223,0,3,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3224,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3226,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3227,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3229,0,4,8,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3230,0,4,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3231,0,5,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3234,0,4,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3235,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3238,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3239,0,4,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3244,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3253,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3254,0,3,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3256,0,6,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3270,0,3,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3272,0,8,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3275,0,6,8,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3279,0,4,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3280,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3283,0,4,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3284,0,2,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3285,0,3,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3287,0,7,11,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3289,0,5,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3292,0,4,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3300,0,8,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3312,0,5,7,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3314,0,3,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3315,0,2,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3317,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3325,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3327,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3330,0,3,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3342,0,2,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3346,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3354,0,2,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3355,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3356,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3359,0,2,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3363,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3377,0,3,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3378,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3379,0,3,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3390,0,4,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3392,0,4,9,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3401,0,6,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3403,0,4,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3405,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3406,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3410,0,2,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3413,0,5,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3422,0,2,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3423,0,4,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3424,0,5,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3426,0,3,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3428,0,1,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3429,0,2,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3431,0,5,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3438,0,2,7,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3442,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3444,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3452,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3462,0,3,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3470,0,4,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3471,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3473,0,2,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3482,0,3,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3485,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3491,0,4,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3492,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3493,0,2,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3497,0,4,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3504,0,3,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3510,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3513a,0,2,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3513b,0,2,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3515,0,3,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3516,0,2,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3527,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3529,0,3,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3531,0,4,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3533,0,3,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3534,0,6,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3536,0,4,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3538,0,3,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3546,0,3,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3550,0,2,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3551,0,3,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3557,0,3,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3568,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3573,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3575,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3584,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3587,0,4,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3592,0,3,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3600,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3609,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3611,0,4,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3612,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3617,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3621,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3622,0,2,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3623,0,6,9,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3627,0,2,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3628,0,2,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3632,0,3,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3648,0,4,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3650,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3662,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3672,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3673,0,4,7,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3687,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3693,0,1,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3705,0,3,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3737,0,3,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3749,0,2,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3750,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3753,0,5,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3755,0,4,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3764,0,0,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3776,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3787,0,4,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3792,0,6,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3793,0,3,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3794,0,4,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3796,0,3,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3800,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3801,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3802,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3803,0,2,12,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3804,0,2,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3809,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3814,0,1,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3858,0,9,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3859,0,3,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3861,0,5,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3867,0,2,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
CB3877,0,3,7,0,,female name unmatched in MaleCNS; sex specificity unestablished
