type,malecns,fafb,banc,male_specific_annotated_cells,malecns_fruDsx,evidence
FB2M,0,6,12,0,,female name unmatched in MaleCNS; sex specificity unestablished
FB3B,0,14,7,0,,female name unmatched in MaleCNS; sex specificity unestablished
FB4A,0,8,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
FB4D,0,6,7,0,,female name unmatched in MaleCNS; sex specificity unestablished
FB4E,0,8,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
FB4F,0,1,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
FB4P,0,7,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
FB4Z,0,17,13,0,,female name unmatched in MaleCNS; sex specificity unestablished
FB4_unclear,0,2,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
FB5G,0,6,8,0,,female name unmatched in MaleCNS; sex specificity unestablished
FB5V,0,20,17,0,,female name unmatched in MaleCNS; sex specificity unestablished
FB5W,0,6,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
FB5Y,0,4,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
FB6,0,9,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
FB6A,0,4,8,0,,female name unmatched in MaleCNS; sex specificity unestablished
FB6C,0,9,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
FB7D,0,4,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
FB9B,0,21,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
FB9C_b,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
FC1C,0,37,53,0,,female name unmatched in MaleCNS; sex specificity unestablished
FC3,0,46,51,0,,female name unmatched in MaleCNS; sex specificity unestablished
FLA001m,12,0,0,12,,MaleCNS source dimorphism=male-specific; annotation applies to these cells
FLA002m,12,0,0,12,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
FLA003m,4,0,0,4,,MaleCNS source dimorphism=male-specific; annotation applies to these cells
FLA004m,11,0,0,11,,MaleCNS source dimorphism=male-specific; annotation applies to these cells
FLA005m,3,0,0,3,,MaleCNS source dimorphism=male-specific; annotation applies to these cells
FLA006m,6,0,0,6,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
FLA009m,1,0,0,1,,MaleCNS source dimorphism=male-specific; annotation applies to these cells
FLA100f,0,7,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
FLA101f_a,0,5,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
FLA101f_b,0,12,10,0,,female name unmatched in MaleCNS; sex specificity unestablished
FLA101f_c,0,6,9,0,,female name unmatched in MaleCNS; sex specificity unestablished
FLA101f_d,0,5,12,0,,female name unmatched in MaleCNS; sex specificity unestablished
FS,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
FS1A,0,41,65,0,,female name unmatched in MaleCNS; sex specificity unestablished
FS1B,0,22,28,0,,female name unmatched in MaleCNS; sex specificity unestablished
FS4,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
GNG700m,2,0,0,2,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
GNG701m,2,0,0,2,dsx_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
GNG702m,2,0,0,2,,MaleCNS source dimorphism=male-specific; annotation applies to these cells
GNG800f,0,2,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IB057,0,1,0,0,,female name unmatched in MaleCNS; sex specificity unestablished
ICL002m,2,0,0,2,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
ICL003m,4,0,0,4,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
ICL004m_a,2,0,0,2,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
ICL004m_b,2,0,0,2,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
ICL005m,2,0,0,2,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
ICL006m,5,0,0,5,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
ICL008m,6,0,0,6,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
ICL010m,2,0,0,2,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
ICL011m,2,0,0,2,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
ICL013m_a,2,0,0,2,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
ICL013m_b,2,0,0,2,fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
IN00A046,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN01A001,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN01A003,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN01A004,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN01A019,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN01A052,0,0,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN01A062,0,0,13,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN01A063,0,0,7,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN01A080,0,0,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN01A083,0,0,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN01A087,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN01B013,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN01B019,0,0,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN01B023,0,0,9,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN01B027,0,0,15,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN01B028,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN01B031,0,0,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN01B037,0,0,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN01B038,0,0,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN01B044,0,0,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN01B046,0,0,8,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN01B048,0,0,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN01B050,0,0,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN01B051,0,0,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN01B059,0,0,7,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN01B069,0,0,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN01B071,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN01B077,0,0,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN01B083,0,0,8,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN01B089,0,0,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN01B096,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN02A006,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN02A039,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN02A056,0,0,9,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN03A016,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN03A026,0,0,8,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN03A062,0,0,23,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN03B082,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN03B086,0,0,18,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN03B087,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN03B093,0,0,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN04B043,0,0,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN04B049,0,0,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN04B054,0,0,9,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN04B113,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN04B114,0,0,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN05B011,0,0,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN05B064,0,0,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN05B072,0,0,8,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN05B079,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN06A053,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN06A067,0,0,10,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN06A068,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN06A076,0,0,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN06A118,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN06A120,0,0,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN06A126,0,0,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN06A130,0,0,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN06B060,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN06B084,0,0,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN07B073,0,0,21,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN07B076,0,0,10,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN07B083,0,0,13,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN07B092,0,0,13,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN07B094,0,0,11,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN07B096,0,0,14,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN08A033,0,0,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN08B051,0,0,12,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN08B070,0,0,10,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN08B083,0,0,12,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN08B085,0,0,7,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN09A025,0,0,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN09A040,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN09A072,0,0,7,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN09A080,0,0,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN09A085,0,0,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN09B051,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN09B052,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN09B057,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN10B013,2,0,0,2,coexpress_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
IN10B061,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN11A015,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN11A023,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN11A024,0,0,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN11A027,0,0,10,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN11A032,0,0,12,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN11A037,0,0,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN11B006,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN11B016,0,0,14,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN11B017,0,0,14,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN11B021,0,0,16,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN11B022,0,0,19,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN12A019,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN12A021,0,0,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN12A030,5,0,0,1,coexpress_high;fru_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
IN12A043,0,0,11,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN12A046,0,0,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN12A050,0,0,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN12A051,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN12A052,0,0,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN12A053,0,0,8,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN12A057,0,0,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN12A059,0,0,18,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN12A060,0,0,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN12A061,0,0,12,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN12A063,0,0,18,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN12B024,0,0,17,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN12B037,0,0,15,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN12B044,0,0,13,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN12B063,0,0,11,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN12B066,0,0,12,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN12B068,0,0,10,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN12B079,0,0,12,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN13B047,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN13B095,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN13B096,0,0,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN14A006,6,0,6,2,coexpress_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
IN14A042,0,0,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN14A048,0,0,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN14A060,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN14A067,0,0,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN14A071,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN14A083,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN14A085,0,0,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN14A092,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN14A094,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN14A100,0,0,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN14A112,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN14A113,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN14A121,0,0,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN14B013,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN16B067,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN16B068,0,0,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN16B088,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN16B100,0,0,9,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN16B102,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN16B103,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN16B109,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN16B110,0,0,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN17A043,0,0,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN17A046,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN17A059,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN17A063,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN17A069,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN17A071,0,0,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN17A080,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN17A081,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN17A082,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN17A083,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN17A086,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN17A088,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN17A089,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN17A106,0,0,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN17A117,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN17A120,0,0,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN18B045,0,0,7,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN19A050,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN19A051,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN19A053,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN19A055,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN19A058,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN19A062,0,0,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN19A063,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN19A068,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN19A069,0,0,9,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN19A077,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN19A081,0,0,7,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN19A088,0,0,18,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN19A089,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN19A092,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN19A095,0,0,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN19A107,0,0,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN19A109,0,0,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN19A116,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN19A119,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN19A122,0,0,8,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN19A125,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN19A127,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN19A130,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN19A132,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN19A136,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN19B052,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN19B096,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN20A.22A025,0,0,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN20A.22A032,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN20A.22A061,0,0,10,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN20A.22A068,0,0,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN20A.22A072,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN20A.22A080,0,0,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN21A023,0,0,6,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN21A024,0,0,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN21A025,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN21A029,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN21A030,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN21A045,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN21A046,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN21A047,0,0,14,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN21A053,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN21A067,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN21A068,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN21A069,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN21A089,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN21A091,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN21A092,0,0,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN21A101,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN21A104,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN21A105,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN23B052,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN23B067,0,0,11,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN23B069,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
IN23B077,0,0,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
INAbG005,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX064,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX078,0,0,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX110,4,0,0,4,dsx_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
INXXX112,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX211,0,0,5,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX217,10,0,11,2,dsx_high,MaleCNS source dimorphism=male-specific; annotation applies to these cells
INXXX233,0,0,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX234,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX266,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX305,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX325,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX375,0,0,1,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX382,0,0,9,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX384,0,0,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX408,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX447,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX449,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX455,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX458,0,0,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX459,0,0,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX467,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX469,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX807_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX808_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX809_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX810_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX811_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX812_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX813_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX814_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX815_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX816_f,0,0,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX817_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX818_f,0,0,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX819_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX820_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX821_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX822_f,0,0,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX823_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX824_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX825_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX826_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX827_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX828_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX829_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX830_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX831_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX832_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX833_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX834_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX835_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX836_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX837_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX838_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX839_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX840_f,0,0,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX841_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX842_f,0,0,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX843_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX844_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX845_f,0,0,4,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX846_f,0,0,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX847_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX848_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX849_f,0,0,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX850_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX851_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX852_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX853_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX854_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX855_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX856_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX857_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX858_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX859_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX860_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX861_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX862_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX863_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX864_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX865_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX866_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX867_f,0,0,3,0,,female name unmatched in MaleCNS; sex specificity unestablished
INXXX868_f,0,0,2,0,,female name unmatched in MaleCNS; sex specificity unestablished
